Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	ExtractedTitle	Address1	Address2	lat1	lon1	lat2	lon2
Chính chủ bán nhà mới, 4 tầng, đế chung cư,dân cư đông đúc, giá hợp lý	20.5	75.0	4.0	4.0	Khu đô thị Vsip Từ Sơn, Bắc Ninh	"Cần bán nhà 4 tầng, đã hoàn thiện thô và mặt ngoài, giá chỉ hơn 3 tỉ
+ Vị trí : tiềm năng kinh doanh, cho thuê cực tốt , có 7 toà chung cư xung quanh
+ Diện tích: 75m2
+ Diện tích sử dụng: 210m2
Được thiết kế vừa ở, vừa kinh doanh, văn phòng đều được
+ Giá chỉ : 3,x tỉ ( x mầm non)
Bố trí 4 phòng ngủ, 4 phòng WC, 1 phòng khách, 1 phòng thờ
Cách trường, chợ, bệnh viện vài bước chân
Đầy đủ hạ tầng, tiện ích
Sát khu dân cư đông đúc, sầm uất
Sát đồn công an, phòng cháy chữa cháy
Liên hệ ngay: Ms Hường 0364221333 (không ba sáu bốn, hai hai một, ba ba ba) để được đưa đi xem nhà luôn"	False	False	True	na	Khu đô thị Vsip Từ Sơn, Bắc Ninh	na	21.0785932	105.9684556		
Chính chủ bán nhà mới, 4 tầng, đế chung cư,dân cư đông đúc, giá hợp lý	3480.0	75.0	4.0	4.0	Khu đô thị Vsip Từ Sơn, Bắc Ninh	"Cần bán nhà 4 tầng, đã hoàn thiện thô và mặt ngoài, giá chỉ hơn 3 tỉ
+ Vị trí : tiềm năng kinh doanh, cho thuê cực tốt , có 7 toà chung cư xung quanh
+ Diện tích: 75m2
+ Diện tích sử dụng: 210m2
Được thiết kế vừa ở, vừa kinh doanh, văn phòng đều được
+ Giá chỉ : 3,x tỉ ( x mầm non)
Bố trí 4 phòng ngủ, 4 phòng WC, 1 phòng khách, 1 phòng thờ
Cách trường, chợ, bệnh viện vài bước chân
Đầy đủ hạ tầng, tiện ích
Sát khu dân cư đông đúc, sầm uất
Sát đồn công an, phòng cháy chữa cháy
Liên hệ ngay: Ms Hường 0364221333 (không ba sáu bốn, hai hai một, ba ba ba) để được đưa đi xem nhà luôn"	False	True	True	sát khu dân cư đông đúc	Khu đô thị Vsip Từ Sơn, Bắc Ninh	sát khu dân cư đông đúc	21.0785932	105.9684556		
Bán nhà 4 lầu vị trí đẹp mặt tiền kinh doanh đường Hưng Phú P.8 Quận 8	4.08	37.0				"Bán nhà 4 lầu mặt tiền kinh doanh đường Hưng Phú Phường 8 Quận 8
+ Diện tích: 3.2 x 11.5m
+ Hiện trạng: Nhà còn mới, xây dựng kiên cố 1 trệt, 4 lầu, 3PN, 3WC,…
+ Vị trí: Đắc địa, nằm góc 2 mặt tiền thông thoáng, tuyến đường kinh doanh nhộn nhịp nhất Quận, gần cầu Chữ Y, cầu Nguyễn Tri Phương, dễ dàng lưu thông qua các Quận tiếp giáp 1 cách nhanh chóng.
+ Thuận lợi: Dân trí cao, xung quanh nơi ở đầy đủ các nhu cầu thiết yếu, thích hợp vừa ở vừa mở công ty, Spa, Salon hair, phòng khám, quán ăn, cho thuê kinh doanh,… phát triển.
+ Hướng Đông Nam
+ Sổ hồng
+ Giá: 8.9 Tỷ (T/L)
Liên hệ: 0933 862 860 Ms Sương
Tư vấn pháp lý & xem nhà miễn phí
Hỗ trợ vay ngân hàng 80% giá trị nhà
Nhận ký gửi cho thuê nhà đất các Quận TP.HCM"	False	False	True	đường Hưng Phú, Phường 8, Quận 8	đường Hưng Phú, Phường 8, Quận 8	đường Hưng Phú, Phường 8, Quận 8	10.750095	106.6788926	10.750095	106.6788926
Bán nhà Đường số 14 Phường 8 Gò Vấp, 33m2, 2 tầng chỉ 3.65 tỷ	8.9	33.0	2.0		Đường Số 14	"MS 19823
* Vị trí: nhà hẻm đường Số 14 Phường 8 Gò Vấp, gần trường học, gần đường Nguyễn Văn Khối.
* Diện tích công nhận 27m2, sử dụng 33m2, 1 trệt 1 lầu gồm phòng khách, phòng bếp, 2 phòng ngủ, ban công.
* Tặng lại toàn bộ nội thất như ti vi, tủ lạnh , máy lạnh, giường tủ, bàn ghế, hệ thống nóng lạnh đã trang bị sẵn.
* Hẻm ba gác sạch sẽ, an ninh.
* Sổ hồng hoàn công đủ."	False	False	True	Số 14, Phường 8, Quận Gò Vấp	Đường Số 14	Số 14, Phường 8, Quận Gò Vấp			10.8395194	106.6512361
BÁN NHÀ MỚI SÀI ĐỒNG, 60M X 6 TẦNG, THANG MÁY, MT 5M, 8 TỶ 5	3.65	60.0	6.0	6.0	Long Biên	"- Bán nhà mới đẹp phố Sài Đồng, Long Biên. Diện tích 60m, mặt tiền nhà rộng 5m xây dựng 6 tầng cực đẹp, thang máy xịn, ô tô vào nhà, ngõ to như phố.
- Nhà nằm trung tâm phố Sài Đồng,Long Biên, bên cạnh là chợ Sài Đồng tập lập, hàng xóm khu Eco home FLC Sài Đồng, nhà cách mặt phố vài bước chân rất tiện lợi khi vừa ở vừa kinh doanh hoặc làm văn phòng. Giao thông thuận tiện, hạ tầng tốt, an sinh đầy đủ không thiếu thứ gì, ô tô chạy quanh nhà thông thoáng các ngả khu phân lô bàn cờ.
- Nhà thiết kế hiện đại 6 tầng, thang máy:
✅ Tầng 1: để xe ô tô + WC.
✅ Tầng 2: phòng khách + bếp + WC.
✅ Tầng 3, 4: Thông sàn 1 phòng master + WC.
✅ Tầng 5: 2 phòng ngủ + WC.
✅ Tầng 6: phòng thờ, sân chơi.
- Nhà mới thơm múi sơn, khách chỉ việc mang đồ về ở. Chủ nhà xây dựng cẩn thận, tâm huyết.
- Sổ đỏ sẵn sàng giao dịch.
ĐTLH: 0904.882258"	False	True	True	phố Sài Đồng, Long Biên	Long Biên	phố Sài Đồng, Long Biên	21.0186765	105.884813	21.0368776	105.911551
Bán nhà phố Giảng Võ, Đống Đa 64m, 5 tầng, mt 5.8m. Giá: 25 tỷ	8.5	64.0	5.0		Hà Nội	"""Bán nhà phố Giảng Võ, Đống Đa 64m, 5 tầng, mt 5.8m. Giá: 25 tỷ
Bán nhà ngõ 2 phố Giảng Võ, nhà 5 tầng đẳng cấp, công năng đầy đủ, hiệu xuất kinh doanh 40tr/ tháng
Ngõ 2 ngõ VIP phố Giảng Võ, hiếm nhà bán, dân trí cao, an ninh tuyệt đối.
Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch
Giá: 21.5 tỷ, có thương lượng.
Liên hệ trực tiếp hoặc zalo: 0937.158.386"	False	True	True	phố Giảng Võ, Đống Đa	Hà Nội	phố Giảng Võ, Đống Đa	21.0277644	105.8341598	21.0278358	105.8247636
Bán Khách Sạn 6 Tầng Thang Máy, Xô Viết Nghệ Tĩnh, P.21, 6 X 15, 6 Tầng, 15 Phòng Nhỉnh 14 Tỷ	25.0	91.0	15.0	15.0	Xô Viết Nghệ Tỉnh	"Bán Khách Sạn 6 Tầng Thang Máy, Xô Viết Nghệ Tĩnh, P.21, 6 X 15, 6 Tầng, 15 Phòng Nhỉnh 14 Tỷ.
Chủ bán khách sạn trong cho con du học, Khách sạn đang kinh doanh tốt trước dịch là 130 triệu, tháng, với 15 phòng thiết kết sang trọng đẹp , vị trí trung tâm giao ngay Xô Viết Nghệ Tỉnh và Điện Biên Phủ, sát ngay Quận 1.
Diện tích 91m2 ( ngang 6m x 15 m) với kết cấu gồm 1 trệt 5 tầng BTCT, gồm 15 phòng khép kín,
+ Tầng trệt Sảnh để xe, phòng khách 1 phòng ngủ.
+ Tầng 2,3,4,5 mỗi tầng 3 phòng ( 1 phòng đôi, 2 phòng đơn).
+ Tầng 6, 2 phòng sân thượng.
+ Thu nhập trước dịch 130 triệu 1 tháng, giờ 65 triệu 1 tháng.
+ 100m là đường Xô Viết Nghệ Tĩnh, 300m là Q1, chủ ở 3 phòng còn 12 phòng cho thuê.
+ Tặng toàn bộ nội thất 12 phòng cho thuê, chủ mới vào là khai thác liền .
+ Tiện ích không thiếu gì, đi đâu cũng tiện.
Sổ hồng riêng vuông vức, hoàn công đầy đủ công chứng ngay.
Giá 14.5 tỷ ( thương lượng chính chủ ).
Liên hệ Nghi xem nhà 0987581589"	False	True	True	Xô Viết Nghệ Tĩnh, Phường 21, Quận 1	Xô Viết Nghệ Tỉnh	Xô Viết Nghệ Tĩnh, Phường 21, Quận 1	19.2342489	104.9200365	10.7981379	106.710916
BÁN NHÀ GÓC 3 MẶT TIỀN CỘNG HOÀ,P4, TÂN BÌNH, DT 8,6x25m, HĐT 100tr GIÁ 40tỷ	31.0	215.0				"Góc 3 mặt tiền đường Cộng Hoà, Phường 4, Q.Tân Bình
- Diện tích : 8,6x 25m. Công nhận : 215m2
- Kết cấu : Hầm + Trệt + 5 Lầu + Sân thượng
-HĐ 100tr/ tháng kí 10 năm
- Giá : 40,5 Tỷ"	False	True	True	đường Cộng Hoà, Phường 4, Quận Tân Bình	đường Cộng Hoà, Phường 4, Quận Tân Bình	đường Cộng Hoà, Phường 4, Quận Tân Bình	10.8011413	106.6560568	10.8011413	106.6560568
Mua bán nhà Phố Trung Liệt, Đống Đa-Lô góc, 2 thoáng, gara ô tô-60m2x4T chỉ 7,1 Tỷ.	40.0	60.0	2.0	3.0		"Mua bán nhà Phố Trung Liệt, Đống Đa-Lô góc, 2 thoáng, gara ô tô-60m2x4T chỉ 7,1 Tỷ.

+ Vị trí: Nằm trên con Phố Trung Liệt nối giữa 2 con phố lớn là Thái Hà và Thái Thịnh thông ra Phố Tây Sơn, Ngã Tư Sở, Trường Chinh,...Một trong những con phố nằm giữa trung tâm quận Đống Đa giúp giao thông thuận lợi, đi lại thuận tiện.
+ Xung quanh bk 1Km: Có Cơm Tấm Sà Bì Chưởng của Độ MiXI, Highlands coffee, McDonald's Thái Hà,...Cùng nhiều shop thời trang mỹ phẩm, cửa hàng ăn uống khác.

+ Nhà thiết kế 4 tầng bê tông chắc chắn, với 2 PN và wc đầy đủ.
+ Với diện tích sử dụng lớn nên luôn mang lại cảm giác sống thỏa mái, với nguồn không khí mới luôn được thổi vào nhà.

+Ngõ thông tứ tung: Xe máy tránh ô tô.
+ Dân trí cao, hàng xóm thân thiện.
+ Sổ đỏ vuông đẹp, sẵn sàng giao dịch.
LH ngay/zalo: 0373022620 ( Văn Anh) hỗ trợ nhiệt tình 24/7.

Trong kho hàng của tôi còn có rất nhiều căn nhà khác tương đương, quý khách có thể tham khảo thêm"	False	False	True	Phố Trung Liệt, Quận Đống Đa	Phố Trung Liệt, Quận Đống Đa	Phố Trung Liệt, Quận Đống Đa	21.0116971	105.8208098	21.0116971	105.8208098
0348938928	7.1	62.0	6.0	7.0	BÁN NHÀ LÊ VĂN SỸ, P13, PHÚ NHUẬN	"???? 4 tầng - 6 phòng khép kín có wc riêng - hẻm xe hơi cách mặt tiền 10m - 62m2 - ngang nở hậu 5.6m/11.8m - dài 7m
⚓️ Nhà nằm tại: vị trí trung tâm Phú Nhuận, nằm trên trục đường Lê Văn Sỹ, xung quanh đầy đủ tiện ích.
???? Sổ đẹp, thế nhà nở hậu, pháp lý chuẩn.
???? Giá: 11.8 tỷ (hiện đang cho thuê 30 triệu 1 tháng)
☎️ 0348.938.928 (hotline + zalo)"	False	True	True	trung tâm Phú Nhuận, trên trục đường Lê Văn Sỹ	BÁN NHÀ LÊ VĂN SỸ, P13, PHÚ NHUẬN	trung tâm Phú Nhuận, trên trục đường Lê Văn Sỹ	10.7908574	106.6728765	10.7927597	106.6703291
Bán Nhà Phân Lô Oto Trần Quang Diệu, Cạnh Công Viên, KD VP, 2 Thoáng, 54m2*5T*5m, 14 tỷ	11.8	54.0	6.0	4.0	Ngõ 1D	"- CAM KẾT NHÀ THẬT – GIÁ THẬT – HÌNH ẢNH THẬT

- BÁN NHÀ TRONG NGÕ ĐẸP NHẤT PHỐ TRẦN QUANG DIỆU!

- NHÀ CÁCH VƯỜN HOA CHỈ VÀI BƯỚC CHÂN, GẦN PHỐ TRẦN QUANG DIỆU, QUẬN UỶ ĐỐNG ĐA

- Bán nhà ngõ 1D Trần Quang Diệu, phường Ô Chợ Dừa, quận Đống Đa, Hà Nội

- Nhà nằm trong khu phân lô VIP, chủ xây 5 tầng kiên cố, vững chắc, diện tích 52,5m2, mặt tiền 5m, ô tô đỗ cửa/vào nhà. Dân trí cao, dãy phố toàn đại gia. Thích hợp vừa ở, vừa kinh doanh

- Xung quanh nhà là vô vàn tiện ích như: công viên 1/6, hồ Đống Đa (hồ Hoàng Cầu), sân bóng, xa hơn 1 chút là bệnh viện Đống Đa. Khu vực tập trung nhiều công ty, văn phòng lớn nhỏ, tiện ích không thiếu gì

- Thuận tiện di chuyển đi muôn nơi khi chỉ cách ga Metro vài trăm mét. Kế cạnh các tuyến đường lớn như: Hoàng Cầu, Nguyễn Lương Bằng, Võ Văn Dũng, Mai Anh Tuấn…

- Nhà chủ tự xây, đồ tự mua nên lựa chọn vật liệu bền đẹp

- Thiết kế nhà cầu thang giữa, tổng 6 phòng ngủ, 4 nhà vệ sinh


- Sổ cất két, sẵn giao dịch

- Liên hệ: Mr Luân – Chuyên bán nhà Trần Quang Diệu. Trong giỏ hàng luôn có trên 10 căn nhà đẹp nhất khu vực quận Đống Đa"	True	True	True	ngõ 1D Trần Quang Diệu, phường Ô Chợ Dừa, quận Đống Đa, Hà Nội	Ngõ 1D	ngõ 1D Trần Quang Diệu, phường Ô Chợ Dừa, quận Đống Đa, Hà Nội	21.0169948	105.8266333	21.0169948	105.8266333
Bán Nhà Phân Lô Oto Trần Quang Diệu, Cạnh Công Viên, KD VP, 2 Thoáng, 54m2*5T*5m, 14 tỷ	14.0	54.0	6.0	4.0	Ngõ 1D	"- CAM KẾT NHÀ THẬT – GIÁ THẬT – HÌNH ẢNH THẬT

- BÁN NHÀ TRONG NGÕ ĐẸP NHẤT PHỐ TRẦN QUANG DIỆU!

- NHÀ CÁCH VƯỜN HOA CHỈ VÀI BƯỚC CHÂN, GẦN PHỐ TRẦN QUANG DIỆU, QUẬN UỶ ĐỐNG ĐA

- Bán nhà ngõ 1D Trần Quang Diệu, phường Ô Chợ Dừa, quận Đống Đa, Hà Nội

- Nhà nằm trong khu phân lô VIP, chủ xây 5 tầng kiên cố, vững chắc, diện tích 52,5m2, mặt tiền 5m, ô tô đỗ cửa/vào nhà. Dân trí cao, dãy phố toàn đại gia. Thích hợp vừa ở, vừa kinh doanh

- Xung quanh nhà là vô vàn tiện ích như: công viên 1/6, hồ Đống Đa (hồ Hoàng Cầu), sân bóng, xa hơn 1 chút là bệnh viện Đống Đa. Khu vực tập trung nhiều công ty, văn phòng lớn nhỏ, tiện ích không thiếu gì

- Thuận tiện di chuyển đi muôn nơi khi chỉ cách ga Metro vài trăm mét. Kế cạnh các tuyến đường lớn như: Hoàng Cầu, Nguyễn Lương Bằng, Võ Văn Dũng, Mai Anh Tuấn…

- Nhà chủ tự xây, đồ tự mua nên lựa chọn vật liệu bền đẹp

- Thiết kế nhà cầu thang giữa, tổng 6 phòng ngủ, 4 nhà vệ sinh


- Sổ cất két, sẵn giao dịch

- Liên hệ: Mr Luân – Chuyên bán nhà Trần Quang Diệu. Trong giỏ hàng luôn có trên 10 căn nhà đẹp nhất khu vực quận Đống Đa"	False	True	True	ngõ 1D Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội	Ngõ 1D	ngõ 1D Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội	21.0169948	105.8266333	21.0169948	105.8266333
SÁT ĐỪƠNG LỚN HẺM XE TẢI 1 TRỤC - 89M2 - VILLA MỚI XÂY 5 TẦNG - THANG MÁY HỒ BƠI SANG CHẢNH - 12 TỶ	14.0	89.0	5.0	7.0	Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, TP. HCM	"• Hẻm Xe Tải 1 Trục. Hẻm An Ninh Sạch Sẽ Hàng Xóm Yên Tĩnh Dân Trí Cực Cao.

• Ngay TT Bình Thạnh + Phú Nhuận + Gò Vấp. Xung Quanh Tiện Lợi Đầy Đủ.

+ Kết Cấu: Trệt Lững 2 Lầu Sân Thượng
• 3PN Master 2PN rộng + 7WC. Thang Máy Xịn Các Tầng + Hồ Bơi Sang Chảnh + Sân Thượng Chill

• VILLA Phong Cách Á Âu Hợp Thời Đại.

88,85.712 12"	False	False	True		Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, TP. HCM		10.8122833	106.6852567		
MINH PHỤNG Q.11 - 4M X 21M - HẺM XE TẢI TRÁNH - GIẢM SÂU 7,3 TỶ	12.0	85.0				"MINH PHỤNG Q.11 - 4M X 21M - HẺM XE TẢI TRÁNH

✅ DT: CN 85m2 ( 4m x 21m ), không lộ giới
✅ Nhà thiết kế 1 trệt 1 lầu, độc lạ theo phong cách của Chủ nhà là Kiến trúc sư.
------------------
✅ Hẻm xe tải đỗ cửa, có sân để xe cực rộng
✅ Khu dân trí cao, tiện ích đầy đủ. Giao thông thuận lợi ra Lạc Long Quân, Bình Thới.…

☎️ Gọi ngay đi xem Nhà Đẹp này 093 888 6128 Thúy Dinh ( 翠莹 ).
⏩ Kết bạn Zalo để xem kho hàng và luôn cập nhật hàng mới nhất
---------------------
ẢNH TỰ CHỤP - CAM KẾT HÌNH THẬT
Ms691"	False	False	True	MINH PHỤNG, Quận 11	MINH PHỤNG, Quận 11	MINH PHỤNG, Quận 11	10.758419	106.6439023	10.758419	106.6439023
MINH PHỤNG Q.11 - 4M X 21M - HẺM XE TẢI TRÁNH - GIẢM SÂU 7,3 TỶ	7.3	85.0				"MINH PHỤNG Q.11 - 4M X 21M - HẺM XE TẢI TRÁNH

✅ DT: CN 85m2 ( 4m x 21m ), không lộ giới
✅ Nhà thiết kế 1 trệt 1 lầu, độc lạ theo phong cách của Chủ nhà là Kiến trúc sư.
------------------
✅ Hẻm xe tải đỗ cửa, có sân để xe cực rộng
✅ Khu dân trí cao, tiện ích đầy đủ. Giao thông thuận lợi ra Lạc Long Quân, Bình Thới.…

☎️ Gọi ngay đi xem Nhà Đẹp này 093 888 6128 Thúy Dinh ( 翠莹 ).
⏩ Kết bạn Zalo để xem kho hàng và luôn cập nhật hàng mới nhất
---------------------
ẢNH TỰ CHỤP - CAM KẾT HÌNH THẬT
Ms691"	False	False	True	Minh Phượng, Quận 11	Minh Phượng, Quận 11	Minh Phượng, Quận 11	10.758419	106.6439023	10.758419	106.6439023
HẬU GIANG, QUẬN 6 - HẺM XE TẢI - NGANG 4M 2 TẦNG - CHỈ 3,8 TỶ	7.3	50.0	2.0			"HẬU GIANG, QUẬN 6 - HẺM XE TẢI

Mô tả:
✅ DT: 4m x 13m5
✅ Kết cấu: Nhà 2 tầng còn chắc chắn. 2Pn, 2WC riêng biệt, phòng ăn, phòng khách rộng rãi.
✅ Hẻm 1 trục xe tải đến nhà, sát mặt tiền đường.

☎️ Gọi ngay đi xem Nhà Đẹp này 093 888 6128 Thúy Dinh ( 翠莹 ).
⏩ Kết bạn Zalo để xem kho hàng và luôn cập nhật hàng mới nhất
---------------------
ẢNH TỰ CHỤP - CAM KẾT HÌNH THẬT
Ms832"	True	False	True	Hậu Giang, Quận 6	Hậu Giang, Quận 6	Hậu Giang, Quận 6	10.7483849	106.6365682	10.7483849	106.6365682
HẬU GIANG, QUẬN 6 - HẺM XE TẢI - NGANG 4M 2 TẦNG - CHỈ 3,8 TỶ	3.8	50.0	2.0			"HẬU GIANG, QUẬN 6 - HẺM XE TẢI

Mô tả:
✅ DT: 4m x 13m5
✅ Kết cấu: Nhà 2 tầng còn chắc chắn. 2Pn, 2WC riêng biệt, phòng ăn, phòng khách rộng rãi.
✅ Hẻm 1 trục xe tải đến nhà, sát mặt tiền đường.

☎️ Gọi ngay đi xem Nhà Đẹp này 093 888 6128 Thúy Dinh ( 翠莹 ).
⏩ Kết bạn Zalo để xem kho hàng và luôn cập nhật hàng mới nhất
---------------------
ẢNH TỰ CHỤP - CAM KẾT HÌNH THẬT
Ms832"	True	False	True	Hậu Giang, Quận 6	Hậu Giang, Quận 6	Hậu Giang, Quận 6	10.7483849	106.6365682	10.7483849	106.6365682
Bán nhà Chung cư Khuông Việt Tân Phú 47m2 chỉ 2 tỷ 300 triệu.	3.8	47.0				"Bán nhà Chung cư Khuông Việt Tân Phú 47m2 chỉ 2 tỷ 300 triệu.

+ Nhà chung cư đã có sổ. Sở hữu vĩnh viễn.
+ 1 Phòng ngủ lớn rộng rãi 1WC. Ban công thoáng mát.
+ Nhà còn mới, ở ngay.
+ Đang có dòng tiền cho thuê.
+ Sát bên Quận 11, Tân Bình, thuận tiện về trung tâm.
+ Gần Siêu thị, gần trường, gần nhà thờ, gần chợ...tiện ích không thiếu gì.
+ Pháp lý chuẩn, không quy hoạch, hoàn công đủ 2 tầng.
+ Hỗ trợ vay Ngân hàng.

Liên hệ: 0386018524 gặp Dũng Nhà Phố để được Tư vấn và xem nhà Miễn Phí.
#DDTP1"	True	True	True	Khuông Việt, Quận Tân Phú	Khuông Việt, Quận Tân Phú	Khuông Việt, Quận Tân Phú	10.7760186	106.6393366	10.7760186	106.6393366
Bán nhà Chung cư Khuông Việt Tân Phú 47m2 chỉ 2 tỷ 300 triệu.	2.3	47.0				"Bán nhà Chung cư Khuông Việt Tân Phú 47m2 chỉ 2 tỷ 300 triệu.

+ Nhà chung cư đã có sổ. Sở hữu vĩnh viễn.
+ 1 Phòng ngủ lớn rộng rãi 1WC. Ban công thoáng mát.
+ Nhà còn mới, ở ngay.
+ Đang có dòng tiền cho thuê.
+ Sát bên Quận 11, Tân Bình, thuận tiện về trung tâm.
+ Gần Siêu thị, gần trường, gần nhà thờ, gần chợ...tiện ích không thiếu gì.
+ Pháp lý chuẩn, không quy hoạch, hoàn công đủ 2 tầng.
+ Hỗ trợ vay Ngân hàng.

Liên hệ: 0386018524 gặp Dũng Nhà Phố để được Tư vấn và xem nhà Miễn Phí.
#DDTP1"	True	True	True	Khuông Việt, Quận Tân Phú	Khuông Việt, Quận Tân Phú	Khuông Việt, Quận Tân Phú	10.7760186	106.6393366	10.7760186	106.6393366
Bán Nhà Quận 8 - Nhà Mới Nở Hậu - Ngăn 2 Căn Riêng Biệt Cho Thuê 11Triệu - 45M - Nhỉnh 3Tỷ	2.3	45.0			Thành phố Hồ Chí Minh	"????Quận 8 - Sát Quận 5 - Nhà Mới 2 Tầng - Đang Ngăn 2 Căn Cho Thuê 11Triệu - 45M - Chỉ 3Tỷ5????
======================================================
☎️Sang 0777826387

⛔Mô tả :
???? 4.3/4.8 x 9.6m
???? Nhà mới nở hậu, đang ngăn 2 căn riêng biệt trước sau cho thuê 11triệu/ tháng. Lối đi riêng.
???? Khu vực không quy hoạch."	False	True	True	Quận 8, Quận 5	Thành phố Hồ Chí Minh	Quận 8, Quận 5	10.8230989	106.6296638	10.7240878	106.6286259
Bán Nhà Quận 8 - Nhà Mới Nở Hậu - Ngăn 2 Căn Riêng Biệt Cho Thuê 11Triệu - 45M - Nhỉnh 3Tỷ	3.5	45.0			Thành phố Hồ Chí Minh	"????Quận 8 - Sát Quận 5 - Nhà Mới 2 Tầng - Đang Ngăn 2 Căn Cho Thuê 11Triệu - 45M - Chỉ 3Tỷ5????
======================================================
☎️Sang 0777826387

⛔Mô tả :
???? 4.3/4.8 x 9.6m
???? Nhà mới nở hậu, đang ngăn 2 căn riêng biệt trước sau cho thuê 11triệu/ tháng. Lối đi riêng.
???? Khu vực không quy hoạch."	False	True	True	Quận 8	Thành phố Hồ Chí Minh	Quận 8	10.8230989	106.6296638	10.7240878	106.6286259
NHÀ TO - GIÁ NHỎ - Âu Cơ - Tân Bình - 64m2 - giá nhỉnh 3 tỷ.	3.5	64.0				"NHÀ NGON NÓNG SỐT - THỐT KHÔNG NÊN LỜI.
+ Diện tích 64m2 – ngang 4m.
+ Kết cấu 2 tầng, 3 phòng ngủ, có thêm bàn thờ, ban công thoáng mát.
+ Sổ hồng chính chủ, không quy hoạch.
Alo em Oanh có ngay NHÀ THÌ TO - GIÁ LẠI NHỎ."	False	False	True	đường Âu Cơ, Phường 9, Quận Tân Bình	đường Âu Cơ, Phường 9, Quận Tân Bình	đường Âu Cơ, Phường 9, Quận Tân Bình	10.7725992	106.6494858	10.7725992	106.6494858
NHÀ TO - GIÁ NHỎ - Âu Cơ - Tân Bình - 64m2 - giá nhỉnh 3 tỷ.	3.4	64.0				"NHÀ NGON NÓNG SỐT - THỐT KHÔNG NÊN LỜI.
+ Diện tích 64m2 – ngang 4m.
+ Kết cấu 2 tầng, 3 phòng ngủ, có thêm bàn thờ, ban công thoáng mát.
+ Sổ hồng chính chủ, không quy hoạch.
Alo em Oanh có ngay NHÀ THÌ TO - GIÁ LẠI NHỎ."	False	False	True	đường Âu Cơ, Phường ?, Quận Tân Bình	đường Âu Cơ, Phường ?, Quận Tân Bình	đường Âu Cơ, Phường ?, Quận Tân Bình	10.7849578	106.6420539	10.7849578	106.6420539
Duy nhất - bán nhà mặt tiền đường vip Mạc Đĩnh Chi, Đakao Q1, DT 80m2 xây mới 8 tầng giá 31tỷ	3.4	80.0				"Không có căn mặt tiền thứ 2 tầm giá 31 tỷ! Vị trí trung tâm Đa Kao, sát bên Bến Nghé, Quận 1.

Khu vực đắt giá trong bán kính 50m là Tổng Lãnh sự quán các nước, building ngân hàng, cơ quan nhà nước,...

- Diện tích công nhận: 80m².

- Xây dựng: 8 tầng thiết kế theo ý thích.

- Pháp lý: Sổ hồng riêng chính chủ, sang tên ngay.

- Giá chỉ 31 tỷ (thương lượng cho khách thiện chí)."	False	False	True	đường Mạc Đĩnh Chi, Quận Đakao, Quận 1	đường Mạc Đĩnh Chi, Quận Đakao, Quận 1	đường Mạc Đĩnh Chi, Quận Đakao, Quận 1	10.7848591	106.6991176	10.7848591	106.6991176
