Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	Số tầng	ExtractedTitle	Address1	Address2	Diện tích sử dụng
85m2, 3 tầng, garage oto ♦️ ngang khủng ✒️ nội thất đẹp ⚜️ vào ở ngay , chỉ với 4tỷ45 siêu rẻ	4.45	https://batdongsan.vn/85m2-3-tang-garage-oto-ngang-khung-noi-that-dep-vao-o-ngay-chi-voi-4ty45-sieu-re-r257484	85.0	4.0	4.0	LONG TRƯỜNG. Thủ Đức	"♦️ tết đến sắm ngay nhà mới

☎️lh 0978584006 zalo 0852726142

✅ kết cấu: 1 trệt 2 lầu, 4 pn, 4 wc, 2 phòng khách, bếp, ban công.

✅ hẻm xe tải 6m, thông thoáng, sạch sẽ

✅ nội thất mới, đẹp, cao cấp

✅ khu vực: khu yên tĩnh, dân trí cao xây dựng đồng đều.

✅ gần chợ, ủy ban, trường học, trạm xá

✅gần khu đô thị mới tăng long, tiềm năng lớn sẽ là trung tâm sầm uất

✅ pháp lý: chuẩn, sổ vuông vắn đẹp, công nhận đủ đã hoàn công

☎️còn chờ gì nữa, nhấc máy và gọi trực tiếp
e.trung để đi xem nhà ngay miễn phí."	False	False	True	False	3.0	Khu đô thị mới Tăng Long	LONG TRƯỜNG. Thủ Đức	Khu đô thị mới Tăng Long	255.0
cần bán gấp căn nhà mới xây - dt: 112m2 - tại lữ gia - phường 9 - tp. đà lạt - giá 8 tỷ 5	8.5	https://batdongsan.vn/can-ban-gap-can-nha-moi-xay-dt-112m2-tai-lu-gia-phuong-9-tp-da-lat-gia-8-ty-5-r257482	112.0	4.0	4.0	Đường Lữ Gia, Phường 9, TP Đà Lạt, Lâm Đồng	"???? hạ giá còn 8 tỷ 5 - bán căn nhà mới còn thơm mùi sơn vừa hoàn thiện-lữ gia- phường 9 -tp đà lạt ????
~~~~~~~~ ******************************* ~~~~~~~~
+ vị trí: đường lữ gia, phường 9,tp. đà lạt
+ diện tích : 112m² ngang 13m
+ pháp lý: sổ riêng xây dựng
+ lộ giới: đường ô tô tới nơi
+ kết cấu: 1 trệt, 2 lầu. gồm 4 phòng ngủ, 4 wc, 1 phòng thờ, 1 khách, 1 bếp.
+ thích hợp cho thuê. nghỉ dưỡng.
+ hướng nam
+ nhà nằm vị trí trung tâm. gần bến xe thành bưởi.. gần các tiện ích. cách quảng trường 2.9km . doanh
==========>>> giá bán: 8 tỷ 5 (thương lượng chính chủ)"	True	False	True	False	3.2	đường Lữ Gia, Phường 9, TP. Đà Lạt	Đường Lữ Gia, Phường 9, TP Đà Lạt, Lâm Đồng	đường Lữ Gia, Phường 9, TP. Đà Lạt	358.40000000000003
biệt thự ♦️90m2 ♦️ngang lớn ⏩️ view công viên ↪️ chỉ với 5tỷ35	5.35	https://batdongsan.vn/biet-thu-90m2-ngang-lon-view-cong-vien-chi-voi-5ty35-r257472	90.0	3.0	3.0	Bình chiểu, Thủ Đức	"♦️ kết cấu: biệt thự mini 3pn , sân để xe , phòng khách , phòng bếp rộng
♦️ nội thất gỗ cao cấp.
♦️ đường trước nhà 6m, vỉa hè rộng, thoáng mát.
♦️ xe hơi đậu trước nhà.
♦️ khu dân cư yên tĩnh , sạch sẽ
♦️ tiện ích xung quanh bệnh viện , chợ , trường học các cấp , bách hóa xanh , siêu thị mini....
♦️ sổ hồng vuông vức , pháp lý chuẩn .

????️nhanh tay gọi cho e.trung để đi xem nhà ngay miễn phí."	True	False	True	False	1.0	địa chỉ không được cung cấp	Bình chiểu, Thủ Đức	địa chỉ không được cung cấp	90.0
cần bán căn nhà mới - có sân đậu ô tô tại lữ gia - phường 9 - tp. đà lạt - giá 8 tỷ 5	8.5	https://batdongsan.vn/can-ban-can-nha-moi-co-san-dau-o-to-tai-lu-gia-phuong-9-tp-da-lat-gia-8-ty-5-r257471	150.0	3.0	4.0	Đường Lữ Gia, Phường 9, TP Đà Lạt, Lâm Đồng	"giá siêu hời chỉ 8 tỷ 5 có ngay căn nhà mới xây - dt: 150m2 - tại lữ gia - phường 9- tp. đà lạt
************************************************
- vị trí: đường lữ gia, phường 9, tp. đà lạt
- diện tích: 150m2
- pháp lý: sổ riêng xây dựng
- lộ giới : đường trải nhựa xong trước tết. oto tới sân.
- hướng: nam
- kết 1 trệt 1 lầu . 3 phòng ngủ .4 tolet - 2 khách - 1 bếp
- nằm trung tâm phường 9. khu vực an ninh. hàng xóm xung quanh là công nhân viên chức. và cán bộ..gần bến xe thành bưởi. chợ. trường học và các tiện ích xung quanh.. thích hợp cho thuê. nghỉ dưỡng..
**************** giá bán: 8 tỷ 5 *****************"	False	False	True	False	2.0	đường Lữ Gia, Phường 9, Thành phố Đà Lạt	Đường Lữ Gia, Phường 9, TP Đà Lạt, Lâm Đồng	đường Lữ Gia, Phường 9, Thành phố Đà Lạt	300.0
nhà đẹp 4 tầng [3.5m x 14m] hẻm xe hơi nguyễn tiểu la, quận 10 – giá 13 tỷ	13.0	https://batdongsan.vn/nha-dep-4-tang-35m-x-14m-hem-xe-hoi-nguyen-tieu-la-quan-10-gia-13-ty-r257466					"- dt : 3.5m x 14m.
- kết cấu: 4 tầng, gồm 5pn, 5wc. nhà mới nội thất cao cấp
- hẻm xe hơi thông thoáng, gần bà hạt, vĩnh viễn, nhật tảo, ngô quyền, ... thuận tiện đi các quận trung tâm q1, q3, q5, q11
- tiện ích: gần ubnd, công an, khách sạn, gần chợ nguyễn tri phương, bệnh viện 115, bệnh viện nhi đồng 1
- nhà nằm ngay khu vực an ninh, dân trí cao
giá 13 tỷ tl
—————————
liên hệ: sàn gd bđs innov home - house land group
- đc: số 13 lô 4 khu b - lê đại hành, p.15, q.11, tp. hcm
- di động: 098765 9949 - 0903578922 & hotline: 098 1900 490
- website: innovhome-houseland .com"	True	False	True	False	4.0	Nguyễn Tiểu La, Quận 10	Nguyễn Tiểu La, Quận 10	Nguyễn Tiểu La, Quận 10	
mặt tiền kinh doanh [7 tầng - 5.4m x 14m] minh phụng, quận 11 – giá 28.5 tỷ	28.5	https://batdongsan.vn/mat-tien-kinh-doanh-7-tang-54m-x-14m-minh-phung-quan-11-gia-285-ty-r257461	83.0				"- dt: 5.4m x 14m (nở hậu 6.2m). dtcn: 82.4m²
- kết cấu: hầm, 7 tầng
- vị trí: ngay khu trung tâm của đường minh phụng, đoạn nhiều ngân hàng, khu an uống , kinh doanh.
- pháp lý rỏ ràng, công chứng trong ngày
- hđ thuê 90tr/tháng
- thích hợp mở toà nhà, văn phòng công ty,…
giá: 28.5 tỷ (tl)
——————————
liên hệ: sàn gd bđs innov home - house land group
- đc: số 13 lô 4 khu b - lê đại hành, p.15, q.11, tp. hcm
- di động: 098765 9949 - 0903578922 & hotline: 098 1900 490
- website: innovhome-houseland .com"	True	False	False	False	7.0	đường Minh Phùng, Quận 11	đường Minh Phùng, Quận 11	đường Minh Phùng, Quận 11	581.0
gò vấp, phạm văn chiêu phường 14, 50m2, 2 tầng chỉ 4 tỷ 400 triệu	4.4	https://batdongsan.vn/go-vap-pham-van-chieu-phuong-14-50m2-2-tang-chi-4-ty-400-trieu-r257454	50.0	3.0	2.0	Phạm Văn Chiêu	"ms 29522
* vị trí: đường phạm văn chiêu, phường 14, gò vấp.
* diện tích sử dụng 62 m2, ngang 4m dài 15.5m, 2 tầng.
thiết kế: 1 trệt, 1 lửng gồm 3 phòng ngủ, 2wc.
• hẻm trước nhà 5m, rộng rãi, thoáng mát yên tĩnh.
• pháp lý sạch công chứng ngay.
* phù hợp để ở, mua đầu tư, cho thuê"	False	False	False	False	2.0	đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp	Phạm Văn Chiêu	đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp	100.0
nhà cấp 4, hẻm xe hơi. phường linh chiểu , dt 104,5m2 giá tốt 68tr/m2	7.2	https://batdongsan.vn/nha-cap-4-hem-xe-hoi-phuong-linh-chieu-dt-1045m2-gia-tot-68trm2-r257453	104.0			Đường số 17, Phường Linh Chiểu, Quận Thủ Đức, TP HCM	"nhà cấp 4, hẻm xe hơi. phường linh chiểu , dt 104,5m2 giá tốt 68tr/m2
chủ ngộp giảm 700tr giá còn 7,2 tỷ, giá tốt để đầu tư
- giá nhỉnh 68tr/m2 , giá quá tốt luôn
- hẻm xe hơi sát đường 17 linh chiểu thủ đức, hẻm xe hơi thông sang đường 18 và đường chương dương, cách đường 17 linh chiểu khoảng 30m....
- đối diện trường cao đẳng nghề , gần ngay đại học ngân hàng - hoàng diệu 2 , cao đẳng công nghệ ........
- xây nhà ở đẹp, hoặc đầu tư xây trọ cho thuê…….
- pháp lý : sổ hồng riêng, mua bán sang tên trong ngày
- khu cao ráo , hiện hữu , xây nhà hoàn công
- diện tích : 104,5m² thổ cư ( 4,2m x 25m )
- giá bán : 7,2 tỷ
liên hệ : 0898 408 677 xem nhà, làm việc chính chủ"	True	False	True	False	1.0	phường Linh Chiểu, Quận Thủ Đức	Đường số 17, Phường Linh Chiểu, Quận Thủ Đức, TP HCM	phường Linh Chiểu, Quận Thủ Đức	104.0
bán nhà 1t1l 79m2 shr thổ cư đường ô tô (p.hiệp hòa) chỉ 3 tỉ	3.0	https://batdongsan.vn/ban-nha-1t1l-79m2-shr-tho-cu-duong-o-to-phiep-hoa-chi-3-ti-r257452	79.0	3.0	2.0		"chủ gửi nhà p.hiệp hòa gần sông mát mẻ
+ diện tích 79m2
+ sổ hồng riêng thổ cư sang tên công chứng trong một nốt nhạc.
+ nhà xây 1 trệt 1 lầu 2 mặt tiền thông thoáng..3 phòng ngủ, 2 tolet, phòng khách, sân xe.
+ nhà gần sông mát mẻ, đường ô tô thông thoáng, tiện ích xung quanh đầy đủ"	True	False	True	True	2.0	đường ô tô, Phường Hiệp Hòa	đường ô tô, Phường Hiệp Hòa	đường ô tô, Phường Hiệp Hòa	158.0
giảm giá thủng đáy - nhà 2 mặt hẻm -111.5m2 - 2 tầng - chỉ 6 tỷ võ duy ninh phường 22 bình thạnh.	6.0	https://batdongsan.vn/giam-gia-thung-day-nha-2-mat-hem-1115m2-2-tang-chi-6-ty-vo-duy-ninh-phuong-22-binh-thanh-r257448	111.0				"bt241222

giảm giá thủng đáy - nhà 2 mặt hẻm -111.5m2 - 2 tầng - chỉ 6 tỷ   võ duy ninh phường 22 bình thạnh.

 

diện tích: 5.3m x 18m nở hậu 7m, sổ công nhận 111.5m2

gần nguyễn hữu cảnh, xvnt, khu làng đại học, cầu sài gòn, thủ thiêm, giáp quận 1, view ngắm landmark 81.

ngang lớn, nhà cũ tiện sửa chữa hoặc xây chdv.

sổ hồng riêng nở hậu, hoàn công đầy đủ, pháp lý sạch.



xem nhà hãy gọi ngay(zalo): 0903329000  huy

chân thành, nhiệt tình.

miễn phí mọi dịch vụ"	False	False	True	False	2.0	Võ Duy Ninh, Phường 22, Quận Bình Thạnh	Võ Duy Ninh, Phường 22, Quận Bình Thạnh	Võ Duy Ninh, Phường 22, Quận Bình Thạnh	222.0
hẻm xe tải phú nhuận, 5 tầng btct, nhà đẹp chỉ 8 tỷ	8.0	https://batdongsan.vn/hem-xe-tai-phu-nhuan-5-tang-btct-nha-dep-chi-8-ty-r257445	40.0	5.0	6.0	Bình Thanh, Hồ Chí Minh	"- bán nhà thích quảng đức, p5, phú nhuận.
- dt 40.4m2 (3.5mx10mx5tầng), nở hậu 5.5m
- giá 8 tỷ thương lượng
- lh tâm 0815813400 để xem nhà. uy tín
*** mô tả:
hẻm xe tải thông
kết cấu: 1 trệt, 1 lững, 3 lầu, sân thượng gồm 5pn, 6wc"	False	False	False	False	5.0	hẻm xe tải, Phường Quảng Đức, Quận Phú Nhuận	Bình Thanh, Hồ Chí Minh	hẻm xe tải, Phường Quảng Đức, Quận Phú Nhuận	200.0
nhà mới 40m2 - full nội thất - sổ vuông đẹp - ô tô đỗ - thông thoáng	4.85	https://batdongsan.vn/nha-moi-40m2-full-noi-that-so-vuong-dep-o-to-d-thong-thoang-r257443	40.0	4.0	4.0	Vân Canh, hoài đức	"kđt hud vân canh 40m, nhà 5 tầng, mặt tiền 3.6m 4.x tỷ
mô tả:
????nhà mới kính koong, full nội thất ở ngay đón tết, ôtô đỗ, gần chợ hậu ái, gần đh đông á, đại học fpt, đh công nghiệp hà nội. đường sắt nhổn ga hà nội,
+ 100m ra trịnh văn bô, tỉnh lộ 422, vành đai 3.5
thiết kế
+ tầng 1,2 gara + phòng khách + bếp + 2vs.
+ tầng 3, 4 mỗi tầng 2 phòng ngủ + vs.
+ tầng 5 phòng thờ + sân phơi.
+???? sổ vuông đẹp trước sau như một.
????lh 0328335312"	True	False	True	True	5.0	KĐT HUD Vân Canh	Vân Canh, hoài đức	KĐT HUD Vân Canh	200.0
bán đất tặng nhà c4 từ liêm - nở hậu - gần cầu vượt trịnh văn bô - 5p ra svđ mỹ đình - chỉ 2.x tỷ	2.95	https://batdongsan.vn/ban-dat-tang-nha-c4-tu-liem-no-hau-gan-cau-vuot-trinh-van-bo-5p-ra-svd-my-dinh-chi-2x-ty-r257442	50.0			Phương Canh, Phương Canh, Nam Từ Liêm, Hà Nội	"diên tích: 50m, mặt tiền 4m nam từ liêm
+ mảnh đất đẹp hiếm còn sót lại.
+ vị trí: ngõ thông giữa đường phương canh và kđt foresa, rất gần ô tô.
+ xung quanh nhiều trường đại học: cn đông á, fpt, nhà máy bia sài gòn và tiện ích kđt xuân phương foresa....
+ phù hợp cho khách mua ở, xây ccmn cho thuê.
+ sổ đẹp cất két
lh 0328335312"	True	False	True	True	1.0	đường Từ Liêm, Khu đô thị Foresa	Phương Canh, Phương Canh, Nam Từ Liêm, Hà Nội	đường Từ Liêm, Khu đô thị Foresa	50.0
nhà đẹp thủ đức ra gấp vì kẹt vốn	4.9	https://batdongsan.vn/nha-dep-thu-duc-ra-gap-vi-ket-von-r257439	50.0	3.0	3.0	Đường Lò Lu, Phường Trường Thạnh, Quận Thủ Đức	"mọi thông tin chi tiết xin liên hệ pha my - tư vấn xem nhà cụ thể
- vị trí nằm tại đường lò lu, phường trường thạnh, tp.thủ đức

- diện tích: 50,4m2

- tiện ích nội thất trong nhà đầy đủ tiện nghỉ

- tiện ích xung quanh gần chợ lò lu chỉ 1km, công viên tăng đăng long 2 chỉ 1km

- 1 trệt - 2 lầu -3 phòng ngủ - 3wc

- gía: bốn tỉ chín

- pháp lý sạch - sang tên công chứng ngay"	False	False	True	False	2.8	đường Lò Lu, Phường Trường Thạnh, Thành phố Thủ Đức	Đường Lò Lu, Phường Trường Thạnh, Quận Thủ Đức	đường Lò Lu, Phường Trường Thạnh, Thành phố Thủ Đức	140.0
mặt tiền kinh doanh sầm uất xô viết nghệ tĩnh, bình thạnh, 8pn, gấp bán có giá tốt	21.0	https://batdongsan.vn/mat-tien-kinh-doanh-sam-uat-xo-viet-nghe-tinh-binh-thanh-8pn-gap-ban-co-gia-tot-r257437	128.0	8.0	4.0	Bình Thanh, Hồ Chí Minh	"mặt tiền xô viết nghệ tĩnh - 128m2 - khu vực kinh doanh đa ngành nghề - chỉ 21 tỷ tl - chính chủ lâu đời chưa qua đầu tư - 8pn.
- xô viết nghệ tĩnh, phường 26, bình thạnh.
- dt 99m2/128m2 (3.7mx33mx3tầng), nở hậu 4m
- giá 21 tỷ thương lượng
- lh tâm 0815813400 để xem nhà. uy tín
+ hiện trạng nhà 1 trệt, 2 lầu, 8 pn có thể làm thành 12 phòng, 4wc.
+ nhà chính chủ lâu đời, nhà cũ tiện mua về xây mới hoặc khai thác làm căn hộ dịch vụ, văn phòng công ty, khách sạn,...
+ chủ nhà mong muốn bán nhanh để chia gia tài cho con nên rất thiện chí bán, thương lượng cho khách nét.
+ sổ nở hậu, hoàn công đầy đủ, công chứng ngay."	False	False	False	True	3.0	xô viết nghệ tĩnh, Phường 26, Quận Bình Thạnh	Bình Thanh, Hồ Chí Minh	xô viết nghệ tĩnh, Phường 26, Quận Bình Thạnh	384.0
bán nhà 4 tầng him lam hùng vương đã hoàn thiện về đón tết.	3.0	https://batdongsan.vn/ban-nha-4-tang-him-lam-hung-vuong-da-hoan-thien-ve-don-tet-r257436	44.0				"bán nhà 4 tầng him lam hùng vương đã hoàn thiện về đón tết.
???? gọi ngay nhật (+84)772221339
diện tích: 44m². mặt tiền 4m.
đường 10m vỉa hè 2m mỗi bên.
nhà xây khung cột chắc chắn, móng khoan nhồi, cọc ép bê tông, xây tường riêng, móng cột riêng.
công năng: phòng khách, bếp, 4 phòng, 3 wc, sân phơi, phòng thờ.,...
tiện ích : bán kính chưa đến 1km có chợ sở dầu, khu mua sắm merga maket, trường học các cấp, khu nhà ở cao cấp vi..imperia, tổ hợp dự án chung cư và trung tâm thương mại hoàng huy grand tower."	False	False	True	True	4.0	đường Him Lam Hùng Vương	đường Him Lam Hùng Vương	đường Him Lam Hùng Vương	176.0
bán nhà gấp - thu hồi vốn trả lãi - hậu giang	1.4	https://batdongsan.vn/ban-nha-gap-thu-hoi-von-tra-lai-hau-giang-r257435	90.0	2.0	2.0	QUỐC LỘ 1A, TT CÁI TẮC, CHÂU THÀNH A, HẬU GIANG	"???? ????ế???? ????????ả ????ă???????? ????????ả ????ã????. ????
chủ tiếc nên ráng gồng mà giờ không gồng nổi nên lại chào bán cắt giảm sâu ????
mong tìm người hữu duyên mua ở giai đoạn này
- diện tích nhà : 90m² (5x18m).
-thiết kế: 1 trệt 1 lầu
-gần chợ cái tắc, bệnh viện, trường học...
- sổ hồng hoàn công
- hướng tây bắc
- đường 12m, lề 3m.
✍ giờ sụp hầm ???? 1.4 tỷ
☎️ call/zalo: 0357 400 743"	True	False	True	False	2.0	Hậu Giang	QUỐC LỘ 1A, TT CÁI TẮC, CHÂU THÀNH A, HẬU GIANG	Hậu Giang	180.0
hxh 2pn phạm văn chiêu 4x12 4.6tỷ p14 gò vấp	4.6	https://batdongsan.vn/hxh-2pn-pham-van-chieu-4x12-46ty-p14-go-vap-r257434	48.0	2.0	2.0		"hxh 2pn phạm văn chiêu 4x12 4.6tỷ p14 gò vấp
+ nhà 1 trệt 1 lầu có 2pn, 2wc, kiên cố
+ hẻm ô tô, sạch sẽ, an ninh, gần mặt tiền.
+ dân trí cao, ngay phan huy ích, phạm văn chiêu, quang trung, nguyễn văn khối...
+ sổ hồng riêng vuông đét, pháp lý chuẩn"	True	False	False	True	2.0	Phạm Văn Chiêu, Phường 14, Quận Gò Vấp	Phạm Văn Chiêu, Phường 14, Quận Gò Vấp	Phạm Văn Chiêu, Phường 14, Quận Gò Vấp	96.0
chính chủ bán nhà âu dương lân 38.5m2 1.75tỷ shr, q.8	1.75	https://batdongsan.vn/chinh-chu-ban-nha-au-duong-lan-385m2-175ty-shr-q8-r257433	38.0				"chính chủ bán gấp nhà hẻm 154 âu dương lân, phường 3, quận 8
dt: 38.5m2 (3.5x11)
nhà gồm 2 phòng ngủ, 2wc, 1t1l
nhà gần siêu thị bách hóa xanh, trường tiểu học âu dương lân, công an phường 3, nhà thuốc fpt long châu, circle k,…
hẻm rộng, xe hơi ra vào thoải mái
khu vực dân cư đông đúc, nhộn nhịp, an ninh
shr, chính chủ
giá: 1.75 tỷ"	True	False	True	False	2.0	hẻm Ââu Dương Lân, Phường 3, Quận 8	hẻm Ââu Dương Lân, Phường 3, Quận 8	hẻm Ââu Dương Lân, Phường 3, Quận 8	76.0
nhà mới đẹp vào ở ngay, ngang 4m rộng rãi, btct	5.2	https://batdongsan.vn/nha-moi-dep-vao-o-ngay-ngang-4m-rong-rai-btct-r257432	34.0	2.0	2.0	Nhà Nguyễn Thượng Hiền, Phường 5, Bình Thạnh	"nhà nguyễn thượng hiền, phường 5, bình thạnh
diện tích 4m x 9m
mô tả:
+ nhà 1 trệt 1 lầu btct. gồm 2 phòng ngủ rộng rãi, 2wc, pk, bếp. thiết kế hiện đại đẹp lung linh, nội thất mới đẹp chủ tặng lại hết.
+ nhà mới chỉ việc dọn vô ở, ko phải sửa chữa. phù hợp gia đình nhỏ hoặc người lớn tuổi ở, nhà bề ngang 4m cực kỳ thoáng mát.
+ vị trí đỉnh, trung tâm bình thạnh, vài phút qua phú nhuận, gò vấp, tiện ích đầy đủ.
+ khu an ninh, yên tĩnh. hẻm sạch sẽ thông thoáng, vài bước ra mặt tiền.
mọi chi tiết xin liên hệ : duyên 0908.638.007"	False	False	True	True	2.0	nguyễn thượng hiền, phường 5, quận bình thạnh	Nhà Nguyễn Thượng Hiền, Phường 5, Bình Thạnh	nguyễn thượng hiền, phường 5, quận bình thạnh	68.0
bán gấp nhà riêng lạc long quân 36m2 1.75 tỷ, tân bình	1.75	https://batdongsan.vn/ban-gap-nha-rieng-lac-long-quan-36m2-175-ty-tan-binh-r257425	36.0				"bán gấp nhà riêng hẻm 752 đường lạc long quân, phường 9, quận tân bình
dt: 36m2 (3x12)
kết cấu nhà: 1 trệt 1 lầu, 2pn, 2wc, sân thượng rộng rãi thoải mái
nhà gần ubnd phường 9, trường thcs&thpt bác ái, nhiều công ty văn phòng, quán ăn…
hẻm rộng rãi, xe hơi ra vào thoải mái
shr-chính chủ, pháp lý rõ ràng
giá: 1.75 tỷ"	True	False	True	False	2.0	đường Lạc Long Quân, Phường 9, Quận Tân Bình	đường Lạc Long Quân, Phường 9, Quận Tân Bình	đường Lạc Long Quân, Phường 9, Quận Tân Bình	72.0
bán nhà siêu đẹp kqh hương sơ- đường 19,5m trục chính pccc	6.6	https://batdongsan.vn/ban-nha-sieu-dep-kqh-huong-so-duong-195m-truc-chinh-pccc-r257419	153.0	3.0	3.0		"bán nhà siêu đẹp kqh hương sơ- đường 19,5m trục chính pccc ????????
❤️ vị trí đắc địa kqh hương sơ - thích hợp kinh doanh hay mua đầu tư
❣ thông tin sản phẩm :
✅ dt: 153m2 ngang : 7,5m x 20m
✅ trục chính pccc đường 19,5m , là con đường huyết mạch liên thông các khu vực hương sơ
✅ hướng: đông mát mẻ
✅ nhà gồm : 3 pn, 3wc , bếp, phòng thờ, sân phơi , sân thượng , sân đỗ ô tô
✅ dân cư đông đúc , tiện ích xung quanh đầy đủ, gần uỷ ban ...công an ...trường học ...
giá : 6 tỷ xx ( thương lượng chính chủ )
☎️ hotline : 0799191152 gặp em văn để được hỗ trợ"	True	False	True	False	4.2	đường 19,5m trục chính pccc, Khu Quiet Hương Sơ	đường 19,5m trục chính pccc, Khu Quiet Hương Sơ	đường 19,5m trục chính pccc, Khu Quiet Hương Sơ	642.6
chính chủ bán nhà nguyễn văn quỳ 39m2 1.7 tỷ, quận 7	1.7	https://batdongsan.vn/chinh-chu-ban-nha-nguyen-van-quy-39m2-17-ty-quan-7-r257418	39.0				"chính chủ bán gấp nhà riêng hẻm 88 nguyễn văn quỳ, phường phú thuận, quận 7
diện tích: 39m2 ( ngang 3m, dài 13m)
thiết kế nhà 1 trệt 1 lầu, 2 pn, 2wc
các tiện ích gần nhà: trường tiểu học phú thuận, trung tâm học tập, nhiều tạp hóa, công ty văn phòng, quán ăn,…
hẻm xe hơi rộng rãi, sạch sẽ
dân cứ đông đúc, tri thức cao, khu vực an ninh
sổ hồng riêng, chính chủ, sang tên công chứng trong ngày
giá: 1.7 tỷ"	True	False	True	False	2.0	Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7	Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7	Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7	78.0
gò vấp, phạm văn chiêu p16, có pn tầng trệt, 49m2, 2 tầng, 4.93 tỷ	4.93	https://batdongsan.vn/go-vap-pham-van-chieu-p16-co-pn-tang-tret-49m2-2-tang-493-ty-r257414	49.0	3.0	2.0		"ms 29322
* vị trí: hẻm 1 sẹc đường phạm văn chiêu, phường 16, gò vấp (trước là p.12).
* diện tích 49m2, ngang 3.5 m, dài 14m, 2 tầng. btct
thiết kế: 1 trệt, 1 lầu, 3 phòng ngủ rộng (có phòng ngủ dành cho gia đình có người lớn tuổi hoặc mẹ bỉm sữa tiện di chuyển), 2 wc, ban công.
* nhà mới, ở ngay, chủ mới không phải lo trang bị nội thất
* hẻm sạch sẽ, an ninh, yên tĩnh, xe hơi tới cửa.
* pháp lý chuẩn sổ hoàn công đầy đủ."	True	False	False	False	2.0	đường Phạm Văn Chiêu, Phường 16, Quận Gò Vấp	đường Phạm Văn Chiêu, Phường 16, Quận Gò Vấp	đường Phạm Văn Chiêu, Phường 16, Quận Gò Vấp	98.0
chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường 19 phường bình trị đông , bình tân giá rẻ	1.65	https://batdongsan.vn/chu-nha-gui-ban-nha-gap-de-dinh-cu-nuoc-ngoai-gia-re-mat-tien-duong-19-phuong-binh-tri-dong-binh-tan-gia-re-r257406	48.0	2.0	2.0	đường 19 phường Bình Trị Đông , Bình Tân	"chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường 19 phường bình trị đông , bình tân giá rẻ
- diện tích 4×12 (48m2)
- thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 1 lầu gồm 1 phòng khách, 1 bếp, 2 phòng khách, 2 nhà vệ sinh
- nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp
- cách đường vành đai trong tầm 300m
- gần với nha khoa ngôi sao , gần công ty sản xuất thực phẩm italio , gần với đại lý bất động sản yeshouse , gần khách sạn lâm anh
- khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao
- sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày
- giá 1.650 tỷ"	False	False	True	True	1.8	đường 19, Phường Bình Trị Đông, Quận Bình Tân	đường 19 phường Bình Trị Đông , Bình Tân	đường 19, Phường Bình Trị Đông, Quận Bình Tân	86.4
