Unnamed: 0	Address2	Latitude	Longitude
2571	Ngõ trước nhà rộng 3m, gần Ngã Tư Sở, Quận Đống Đa, Hà Nội	21.014.938	1.058.154.333
2572	Chùa Bộc, Quận Đống Đa	210.078.608	1.058.276.966
2573	đường Phạm Văn Đồng, Phường 11, Quận Bình Thạnh	108.204.226	1.066.942.397
2574	Đặng Vũ Hỷ, Xóm Lò, Thanh Am, Long Biên	210.709.598	1.059.008.437
2575	Số 24A Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	107.740.738	1.066.203.041
2576	hẻm xe hơi thông đường Liên Khu 8-9, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	107.835.323	1.066.069.047
2577	 Lê cơ, Quận Bình Tân	107.271.648	106.612.763
2578	Hẻm xe hơi, đường Gò Xoài, Phường Bình Trị Đông, Quận Bình Tân, TP. HCM	10.783.504	1.066.036.111
2579	Hẻm xe hơi, đường Lô Tư, Phường Bình Trị Đông, Quận Bình Tân	107.872.299	1.066.013.292
2580	đường Đất Mới, Phường Bình Trị Đông, Quận Bình Tân, TP. HCM	107.668.701	1.066.096.908
2581	Tân Bình	108.014.659	1.066.525.974
2582	Hẻm xe hơi thông đường Đất Mới, Quận Bình Tân	107.668.701	1.066.096.908
2583	Mặt phố Cự Lộc	210.012.554	1.058.137.407
2584	Mặt phố Cự Lộc	210.012.554	1.058.137.407
2585	Trần Thái Tông, Phường ..., Quận Tân Bình	108.181.669	1.066.338.749
2586	đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận	108.053.283	1.066.822.515
2587	hẻm nhựa xe tải, đường Phạm Văn Chiêu, Phường 14, Gò Vấp	108.514.505	1.066.561.018
2588	Ðường số 9, Bình Chiểu, Thủ Đức	10.875.531	106.743.485
2589	đường Xô Viết Nghệ Tĩn, Phường 26, Quận Bình Thạnh	108.110.484	1.067.137.928
2590	Phường 11, Quận Bình Thạnh	108.180.045	1.066.954.544
2591	Hương Lộ 2, Phường Bình Tân	107.670.756	1.066.075.906
2592	Hẻm nhựa 8m, đường Hương Lộ 2, Phường Bình Tân	107.677.156	1.065.945.826
2593	C4, Tây Thạnh	108.122.907	1.066.261.831
2594	Quận Thanh Xuân, hồ Hạ Đình	209.882.844	1.058.099.918
2595	hẻm xe hơi 6m Lê Văn Quới, Quận Bình Tân	10.776.971	106.607.381
2596	Thanh Đa - Bình Quới	108.163.076	1.067.203.976
2597	Đường số 5, Phường 17, Quận Gò Vấp	108.462.468	1.066.759.358
2598	Ngã 3 Tân Sơn, Quận 12	108.671.531	1.066.413.322
2599	đường Hồ Học Lãm	107.226.725	1.066.107.174
2600	Hẻm kinh doanh, Sát mặt tiền Tân Hoà Đông, Quận 6	10.759.585	1.066.284.508
2601	ngõ LỘC Thanh Xuân	209.959.819	1.058.097.244
2602	Tài Lộc, An Ninh, Tân Phú	124.238.748	1.090.096.562
2603	Ngã tư Bốn xã, Bình Tân	1.077.323	106.620.297
2604	Thống Nhất, Phường 16, Quận Gò Vấp	108.456.188	1.066.647.941
2605	Ngõ thông từ Ngô Gia Tự sang Việt Hưng	210.617.106	1.058.944.872
2606	Trâu Quỳ, Gia Lâm, Hà Nội	210.078.386	1.059.376.756
2607	KĐT Văn Phú Hà Đông	209.586.775	1.057.688.614
2608	Lê Đình Cẩn, Tân Tạo, Bình Tân	107.595.829	106.599.273
2609	đường Nhựa, Hiệp Tân, Quận Tân Phú	107.693.168	1.066.225.272
2610	Nguyễn Văn Đậu	108.102.194	1.066.898.971
2611	Nguyễn Hồng Đào, Phường 13, Quận Tân Bình	107.968.772	1.066.433.413
2612	Kiệt Lịch Đợi, Phường Đúc, Huế	164.548.263	1.075.778.847
2613	Dương Quảng Hàm, Phường 5, Quận Gò Vấp	108.236.032	1.066.957.585
2614	ôtô 6m, Trung Tâm Phường 3, Quận Bình Thạnh	107.990.535	1.066.953.093
2615	đường Đỗ Xuân Hợp, Dương Đình Hội, Quận 9	108.167.155	1.067.742.519
2616	Hương lộ 2, Lê văn quới, giáp Tân Phú, Bình Tân	107.900.517	1.066.281.901
2617	Lê Quang Định, Bình Thạnh	108.107.331	1.066.921.173
2618	Lý Thường Kiệt, Hà Đông	2.096.532	1.057.695.044
2619	hẻm 4m, Nguyễn Thanh Tuyền, Phường 2, Quận Tân Bình	10.7985	1.066.612.549
2620	Phường Hạ Lý, Quận Hồng Bàng, Hải Phòng	208.621.185	1.066.748.181
2621	Phố Huỳnh Thiện Lộc, Trung tâm Tân Phú	107.798.702	1.066.380.439
2622	ngõ Dầu Lửa, Sở Dầu, Hồng Bàng, Hải Phòng	208.736.973	1.066.493.823
2623	Ngõ Dầu Lửa, Sở Dầu, Quận Hồng Bàng, Hải Phòng	208.736.973	1.066.493.823
2624	Bùi Đình Tuý, Bình Thạnh	108.078.203	1.067.034.476
2625	hẻm 4m Nguyễn Thanh Tuyền, Phường 2, Quận Tân Bình	10.7985	1.066.612.549
2626	An Dương Vương, phường Đông Ngạc, quận Bắc Từ Liêm, Hà Nội	21.090.308	1.057.910.665
2627	đường Xuân Đỉnh, Quận	112.044.197	1.073.585.676
2628	Tên Lừa, Quận Bình Tân	107.478.829	1.066.118.492
2629	đường Nguyễn Văn Trỗi, Phường 10, Quận Phú Nhuận	107.978.689	1.066.715.693
2630	Ngụy Như Kon Tum, Thanh Xuân	210.005.603	1.058.029.176
2631	24 Lương Văn Can	210.333.336	105.850.325
2632	đường Tyên Sơn, Phường Hoà Cường Nam, Quận Hải Châu, Đà Nẵng	160.338.986	108.228.909
2633	Thống Nhất, Phường 11, Quận Gò Vấp	108.394.408	1.066.653.068
2634	Lại Thế Kiệt, Phạm Văn Đồng	210.626.498	105.784.193
2635	Ni Sư Huỳnh Liên		
2636	đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	107.759.904	1.066.134.613
2637	Khu Vàng 304A, Phường 25, Quận Bình Thạnh	108.040.973	1.067.153.875
2638	NHÀ HOÀN THIỆN SÁT TP BIÊN HOÀ	109.574.128	1.068.426.871
2639	tỉnh lộ 8, Quận Củ Chi	109.836.678	1.065.471.317
2640	đường Phan Đình Phùng, Phươn Phú Nhuận	16.459.649	1.075.963.782
2641	đường Mai Văn Ngọc, Phường 10, Quận Phú Nhuận	107.936.418	1.066.730.858
2642	đường 38 Hiệp Bình Chánh	108.424.872	1.067.344.933
2643	Số 11, Phường 11, Quận Gò Vấp	108.390.308	1.066.600.791
2644	Lâm Văn Bền, Quận 7	107.451.624	1.067.158.611
2645	Tiền Giang, Quận Tân Bình	108.082.688	1.066.655.128
2646	Khu Tên Lửa, T Qin lược 10, Bình Tân	107.557.614	1.066.126.331
2647	Ni Sư Huỳnh Liên, hẻm thông DTSD	108.512.667	1.066.692.118
2648	Ngõ 48 Ngô Gia Tự, Long Biên	210.569.412	1.058.926.334
2649	đường Lê Văn Chí, Phường Linh Trung, Quận Thủ Đức	108.587.761	1.067.777.126
2650	KQH Ngô Quyền, Phường 6, Đà Lạt	11.954.887	1.084.291.013
2651	Thượng Phúc, Thanh Trì, Hà Nội	209.278.611	1.057.960.081
2652	đường Võ Duy Ninh, Phường 22, Quận Bình Thạnh	10.790.264	1.067.176.291
2653	Đường KDC Nam Long, An Lac, Quận Bình Tân	107.220.243	1.066.085.354
2654	đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân	107.595.829	106.599.273
2655	Hẻm 8m, Hương lộ 2, Quận Bình Tân	107.677.156	1.065.945.826
2656	đường Trần Phú, khu chia lô danh cho cán bộ giảng viên trường Đại học Kiến trúc Hà Nội	209.799.246	1.057.873.752
2657	đường Cách Mạng Tháng 8, Phường Hòa Bình, Thành phố Biên Hòa	109.504.535	1.068.123.769
2658	Cầu Giấy, Trần Quốc Hoàn, Quận	210.416.528	1.057.859.318
2659	đường DT 768, Xã Thạnh Phú	110.100.055	1.068.304.565
2660	đường Lê Đình Cẩn, Tân Tạo, Quận Bình Tân	107.595.829	106.599.273
2661	Trung Tâm Phường 17, Phú Nhuận	107.935.032	106.682.925
2662	Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp	108.256.696	106.688.613
2663	Nô Trang Long, Phường 13, Quận Bình Thạnh	108.195.166	1.067.026.565
2664	Hẻm xe Tải, Tân Hương, Quận Tân Phú	107.900.436	1.066.222.343
2665	đường Lê Đình Cẩn		
2666	Mặt tiền đường, Quận 6	107.480.929	1.066.352.362
2667	đường Hồng Tiến, Long Biên	210.391.667	1.058.754.569
2668	Phố Lê Trọng Tấn, Hà Đông	20.977.862	1.057.465.724
2669	Phan Xích Long, Phường 7, Quận Phú Nhuận	107.983.097	1.066.884.708
2670	Thảo Điền, Quận 2	107.935.216	1.067.308.195
2671	Hẻm Xe Tải, Tân Hương, Quận Tân Phú	107.900.436	1.066.222.343
2672	ngõ Hoàng Quốc Việt, phố		
2673	Khu Nam Hùng Vương, An Lạc	107.260.997	1.066.127.505
2674	Hẻm 10m, An Dương Vương, An Lạc	107.354.123	1.066.214.139
2675	Khu phố Kim Giang, Hoàng Mai, Hà Nội	209.830.784	1.058.123.511
2676	Đình Thôn Mỹ Đình	210.209.503	1.057.769.317
2677	Khu vực Hoàng Mai	209.836.984	1.058.636.257
2678	khu Nam Long Phú, Quận 7	107.320.755	106.735.352
2679	phố ẩm thực Hà Đông	209.807.219	1.057.724.438
2680	đường Lê Hồng Phong, Hà Đông	209.672.177	1.057.758.553
2681	Trung Kính X Mạc Thái Tông	210.119.186	1.057.923.534
2682	Thạnh Mỹ Lợi, Tp. Thủ Đức	107.583.621	1.067.647.475
2683	Lũy Bán Bích, Quận Tân Phú	107.766.943	1.066.341.303
2684	Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú	107.847.991	106.636.444
2685	đường P. Hiệp Phú Thủ Đức, Quận 9	108.440.863	1.067.746.873
2686	phố Hoàng Đôn Hòa, Quận Hà Đông	20.957.526	1.057.723.279
2687	Bình Đông, Phường Bình Long, Quận Bình Tân	107.951.703	1.066.143.907
2688	đường Lê Đức Thọ, Phường F6, Quận Gò Vấp	10.848.289	1.066.675.573
2689	Nguyễn Xí F13, Phường Bình Thạnh, Quận Bình Thạnh	108.171.055	1.067.060.228
2690	phố Mễ Trì, Quận Nam Từ Liêm	210.144.475	1.057.778.288
2691	Chợ Bắc Ninh, quận Bình Thọ, Thành phố Thủ Đức	108.486.023	1.067.659.001
2692	B costo, Quận Bình Thọ, Thành phố Thủ Đức	108.467.644	1.067.662.221
2693	Lê Văn Quới, Bình Trị Đông, Bình Tân	107.754.751	1.066.150.563
2694	Huỳnh Khương An, Phường 5, Gò Vấp	108.234.812	1.066.890.354
2695	Hẻm xe hơi thông đường Mã Lò, Bình Trị Đông, Bình Tân, TP. HCM	107.728.591	1.066.018.083
2696	Láng Hạ, Đống Đa	210.153.717	1.058.128.851
2697	hẻm xe hơi thông đường Mã Lò, Phường Bình Trị Đông, Quận Bình Tân, TP. Thành phố Hồ Chí Minh	107.728.591	1.066.018.083
2698	Phạm Văn Đồng, phường 13, Quận Bình Thạnh	108.233.486	1.067.042.745
2699	phương 13, Quận Bình Thạnh	108.256.869	1.067.042.991
2700	hẻm xe hơi, đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	107.699.131	1.066.119.636
2701	 đường số, An Lạc, Bình Tân	107.320.791	1.066.158.462
2702	Ngõ 48 Ngô Gia Tự, Long Biên	210.569.412	1.058.926.334
2703	số 1, đường ..., Phường ..., Quận Phú Nhuận	107.991.944	1.066.802.639
2704	đường Linh Trung, Linh Trung, Quận Thủ Đức	108.606.664	1.067.726.779
2705	đường Linh Trung, Linh Trung, Quận Thủ Đức	108.606.664	1.067.726.779
2706	đường Huỳnh Thị Hai, Quận 12	108.674.107	1.066.276.534
2707	Phố Nguyễn Ngọc Nại, Quận ...	209.988.372	1.058.257.651
2708	Chợ 5p, Bến Xe Buýt		
2709	Hẻm Thạch Lam, Quận Tân Phú	107.780.407	1.066.274.906
2710	đường số 5, gần Aeon Tân Phú	108.013.384	1.066.179.585
2711	Ðặng Huy Trứ, Phường Trường An, Thành phố Huế	164.459.782	1.075.862.735
2712	đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp	108.484.293	106.648.556
2713	Văn Quán, Hà Đông	209.796.446	1.057.923.394
2714	Chung tân văn quán, gần mầm non hoa xen, cấp 1 Nguyễn Du, cấp 2 Văn Quán	209.768.291	1.057.865.452
2715	Hương Lộ 2, Quận Bình Tân	107.670.756	1.066.075.906
2716	mặt phố Trần Đăng Ninh, KĐT Văn Phú, Quận Hà Đông	209.651.059	10.576.968
2717	Tô Hiếu, Quận Tân Phú	107.691.501	1.066.269.722
2718	đường Chế Lan Viên, Tây Thạnh, Tân Phú	108.121.189	106.629.257
2719	Hẻm xe tải, Tân Thới Hiệp	108.603.672	1.066.438.673
2720	đường Võ Thành Trang	10.791.622	1.066.508.096
2721	đường Lê Văn Duyệt, Phường 1, Quận Bình Thạnh	107.977.614	1.066.961.977
2722	đường Võ Văn Ngân, Phường Bình Thọ, Quận Thủ Đức	108.505.248	1.067.661.253
2723	Khu Địa Cầu Nam Hùng Vương, gần trường Tiểu Học An Lạc 1	107.231.349	1.066.111.242
2724	đường Lê Tấn Bê, An Lạc, Quận Bình Tân	107.190.774	106.605.581
2725	đường Lê Tấn Bê, phường An Lạc	107.190.774	106.605.581
2726	Lê Văn Thọ, Phường 8, Quận Gò Vấp	108.412.988	1.066.572.124
2727	Đường số 8, Phường 11, Quận Gò Vấp	108.414.544	1.066.624.967
2728	đường Lê Trọng Tấn, cạnh Đại Học Công Nghiệp Thực Phẩm	14.668.358	1.077.991.545
2729	Lê Trọng Tấn, khu vực cạnh Đại Học Công Nghiệp Thực Phẩm		
2730	Dương Văn An, Nguyễn Tuân, Phường Xuân Phú	164.677.717	1.076.039.091
2731	đường Cầm Bá Thước, Phường 7, Quận Phú Nhuận	108.027.356	1.066.857.185
2732	27 phố Đại Cồ Việt, Hai Bà Trưng	2.100.715	1.058.447.328
2733	KDC Khang An, Phường Phú Hữu, Quận 9	10.801.893	1.067.895.566
2734	KDC Khang An, Phú Hữu, Quận 9	10.801.893	1.067.895.566
2735	Hoàng Ngọc Phách, Đống Đa	210.156.937	1.058.122.689
2736	Kinh Dương Vương, An Lạc, Bình Tân	10.735.655	1.066.134.272
2737	đường 22, Phước Long B, Quận 9	108.283.282	1.067.774.739
2738	đường DT747B, Phường Phước Điền	106.768.392	1.050.730.933
2739	Đường DT747B		
2740	Lê Văn Thọ, Phường 16, Quận Gò Vấp	108.452.692	1.066.570.367
2741	Luỹ Bán Bích, Tân Phú	107.766.943	1.066.341.303
2742	Phan Bội Châu, TP. Huế	164.495.687	1.075.828.658
2743	Kiết 86, Lê Ngô Cát	16.437.125	1.075.692.291
2744	Đường ..., Phường ...		
2745	đường Lê Văn Quới, Bình Hưng Hòa A, Bình Tân	107.762.062	1.066.108.004
2746	đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp	108.275.817	1.066.905.729
2747	Phan Văn Trị, Phường 11, Quận Bình Thạnh	108.159.197	1.066.952.001
2748	đường số 1, Phường Bình Thọ, Quận Thủ Đức	108.470.999	1.067.640.832
2749	Đường Tô Vĩnh Diện, Lộ Ô Tô	209.995.241	1.058.207.911
2750	Tô Vĩnh Diện,peesigned		
2751	đường Trần Văn Giàu, đường Đặng Văn Kiều, Nam Cẩm Lệ, Quận Hoà Châu	159.845.497	108.193.271
2752	Tô Hiệu, Quận Tân Phú	107.691.501	1.066.269.722
2753	Phố Hàng Bún, Quận Hoàn Kiếm	21.027.964	1.058.510.132
2754	đường Phan Anh, Bình Trị Đông, Bình Tân	107.673.378	1.066.230.141
2755	hẻm xe hơi, Phường 11, Quận Gò Vấp	108.489.756	1.066.755.957
2756	đường kinh Dương Vương, Nhà Gần Bến Xe Miền Tây	107.410.591	1.066.189.535
2757	đô thị xa la, Hà Đông	209.619.014	1.057.920.253
2758	QL 1A, Phường 12, Quận 12	108.614.919	106.661.082
2759	Ô Chợ Dừa, ĐỐng Đa	210.200.535	1.058.246.266
2760	ô Chợ Dừa, Đồng Đa	210.200.535	1.058.246.266
2761	phố Cầu Giấy, ngõ rộng, gần phố, gần công viên	210.329.533	1.057.982.426
2762	s Ecc Huỳnh Thị Hai, Phường Tân Chánh Hiệp	108.674.107	1.066.276.534
2763	đường Hoàng Quốc Việt, Cầu Giấy	210.460.525	105.793.266
2764	Khu Du Lịch Bửu Long	10.961.375	106.792.792
2765	Ni Sư Huỳnh Liên, Lạc Long Quân, Hồng Lạc	107.847.263	1.066.509.931
2766	đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình	107.836.014	1.066.474.124
2767	mặt tiền Mai Văn Vĩnh, Phường Tân Quy, Quận 7	107.415.597	106.713.699
2768	đường Yersin, Phường Phạm Ngũ Lão, Quận 1	10.767.113	1.066.974.019
2769	đường Trần Thanh Mại, Tân Tạo A	107.530.693	1.065.884.674
2770	đường Điện Biên Phủ, Phường 10, Quận 10	107.693.149	1.066.755.535
2771	đường Võ Văn Tần, Phường 5, Quận 3	107.723.829	1.066.864.595
2772	Câxy listener, Quận TP Biên Hòa	109.574.128	1.068.426.871
2773	đường Tỉnh Lộ 10	107.787.764	1.065.356.713
2774	Nguyễn Trung Trực, Phường 5, Quận Bình Thạnh	108.122.478	1.066.863.715
2775	hẻm Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7	107.435.706	106.733.001
2776	Nguyễn Văn Đậu, Nguyên Hồng, Lê Quang Định		
2777	Nguyễn Khuyến, Quận Bình Thanh	108.101.012	1.066.982.546
2778	Chợ Khâm Thiên, Đống Đa	210.159.144	1.058.378.302
2779	hẻm 3m, Phú Định, Phường 16, Quận 8	107.190.044	1.066.272.283
2780	Batdongsan.vn	210.140.077	1.057.758.862
2781	Phan Văn Trị		
2782	đường Phổ Quang, Phường 2, Quận Tân Bình	108.059.195	1.066.682.118
2783	Đỗ Xuân Hợp, Phước Long B, TP. Thủ Đức	108.150.123	1.067.748.598
2784	địa chỉ Ao Sen, khu vực kinh doanh buôn bán sầm uất, vài bước ra phố Trần Phú, thông sang Làng Việt Kiều Châu u.	209.820.951	1.057.895.069
2785	Nguyễn Thị Minh Khai, Phường 2, Quận 3	107.673.057	1.066.834.211
2786	đường thương hiệu, Phường 7, Quận 3	108.012.831	1.067.187.638
2787	Khu Đô Thị Văn Phú, Hà Đông	209.586.775	1.057.688.614
2788	đường Lê Văn Sỹ, Phường 13, Quận Phú Nhuận	107.908.574	1.066.728.765
2789	Tây Ninh	113.351.554	1.061.098.854
2790	Bạch Đằng, Phường 15, Quận Bình Thạnh	108.032.549	1.067.047.781
2791	Hoàng Việt, Phường 4, Quận Tân Bình	107.952.807	1.066.591.281
2792	đường Nguyễn Văn Trỗi	107.958.681	1.066.750.014
2793	đường Mỹ Phước Tân Vạn, Phường Mỹ Phước 3, Quận Bình Dương	111.192.477	1.066.414.958
2794	phố Việt Hưng	210.526.345	1.058.996.408
2795	Ngõ 2, Âu Cơ, Quảng An, Tây Hồ, Hà Nội	210.602.638	1.058.338.689
2796	đường Thiên Phước, Phường 9, Quận Tân Bình	1.077.704	1.066.545.298
2797	đường Thiên Phước, Phường 9, Quận Tân Bình	1.077.704	1.066.545.298
2798	đường Đông Du, Phường Bến Nghé, Quận 1	107.765.436	1.067.050.533
2799	Lê Thánh Tôn, Phường Bến Thành, Quận 1	107.734.082	1.066.981.201
2800	đường Nguyễn Trãi, Quận 5	107.545.982	1.066.695.314
2801	Nguyễn Gia Trí, Quận Bình Thạnh	108.062.921	1.067.160.645
2802	đường Hoàng Văn Thụ, Quận Tân Bình	107.963.691	106.657.787
2803	đường Kha Vạn Cân, Quận Thủ Đức	108.394.902	1.067.377.281
2804	Ung Văn Khiêm, Phường 25, Quận Bình Thạnh	108.067.689	1.067.193.518
2805	Nguyễn Thị Minh Khai, Quận 3	10.774.763	1.066.905.054
2806	Mặt tiền Yersin, Phường Cầu Ông Lãnh, Quận 1	10.767.113	1.066.974.019
2807	Phổ Quang, Quận Tân Bình	108.059.195	1.066.682.118
2808	đường 3/2, Quận 10	107.687.587	1.066.689.151
2809	246 Minh Khai, Hai Bà Trưng	20.994.963	1.058.564.045
2810	Nguyễn Đình Chiểu, Quận 3	107.774.048	106.689.091
2811	Trần Quang Khải, Quận 1	107.919.087	1.066.914.821
2812	Trần Hưng Đạo, Quận 5	107.529.065	1.066.710.573
2813	đường 2 chiều, Ngô Thời Nhiệm, Bà Huyện Thanh Quan, Quận 3	107.778.822	1.066.872.279
2814	phố Cát Linh, Phường Cát Linh, Quận Đống Đa, Thành phố Hà Nội	210.288.708	1.058.308.938
2815	42 Thịnh Liệt, Hoàng Mai	209.716.525	1.058.494.394
2816	Trần Bình Trọng, Phường 2, Quận 5	107.565.785	1.066.810.572
2817	Hương Lộ 2, Bình Trị Đông A, Quận Bình Tân	107.664.092	1.066.003.259
2818	Ngõ Ô Tô Tải, Long Biên	210.186.765	105.884.813
2819	Hẻm 6m, Tân Hương, Tân Phú	107.912.867	1.066.277.085
2820	đường Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1	107.556.587	1.066.857.053
2821	đường Nguyễn Lâm, Phường 7, Quận Bình Thạnh	108.004.819	1.066.924.614
2822	đường Đặng Văn Ngữ, phường 10, quận Phú Nhuận	107.941.151	1.066.692.559
2823	hẻm Lê Quang Định, Phường 7, Quận Bình Thạnh	10.809.232	1.066.928.609
2824	hẻm Lê Quang Định, Phường 7, Quận Bình Thạnh	10.809.232	1.066.928.609
2825	đường Phạm Ngũ lão, Quận 1	107.688.718	1.066.937.594
2826	đường Hoàng Sa, Phường Tân Định	107.953.364	1.066.900.013
2827	KDC Him Lam, Quận 7	107.409.665	1.066.976.655
2828	đường Phạm Văn Đồng	108.350.664	1.067.294.299
2829	đường Hoàng Hoa Thám, Phường 7, Quận Bình Thạnh	108.063.178	1.066.903.039
2830	False		
2831	đường Phạm Văn Chiêu	108.501.221	1.066.524.088
2832	đường Trần Kế Xương, Phường 3, Quận Bình Thạnh	108.022.952	1.066.917.901
2833	Cư Xá Nguyễn Đình Chiểu, Phường 4, Quận Phú Nhuận	108.059.406	1.066.802.819
2834	đường Thi Sách, Phường Bến Nghé, Quận 1	107.781.229	1.067.048.329
2835	đường Phan Đăng Lưu, ngã tư Phú Nhuận, Quận Phú Nhuận	10.799.713	106.680.138
2836	đường Huỳnh Văn Bánh, Phường 14, Quận Phú Nhuận	107.916.291	106.669.605
2837	đường Lê Văn Sỹ, Phường 12, Quận 3	10.789.607	1.066.747.189
2838	đường Hoa Cúc, Phường 7, Quận Phú Nhuận	107.986.191	106.688.851
2839	đường Trường Sa, Phường 2, Quận Phú Nhuận	107.951.443	1.066.875.265
2840	đường Cù Lao, phường 2, quận Phú Nhuận	107.966.502	1.066.879.563
2841	đường Cù Lao, Phường 2, Quận Phú Nhuận	107.966.502	1.066.879.563
2842	hẻm xe tải, CMT8, Quận Tân Bình	107.858.803	1.066.664.895
2843	đường Phan Chu Trinh	210.211.446	1.058.559.451
2844	Đường Tô Hiến Thành, Phường 13, Quận 10	107.798.693	1.066.680.731
2845	Đường 132, Phước Long A, Quận 9	108.224.164	106.763.273
2846	Nguyễn Trãi, Phường 3, Quận 5	107.570.056	1.066.776.971
2847	đường Trần Phú, quận Hà Đông	209.799.246	1.057.873.752
2848	KĐT Việt Hưng	210.627.864	1.059.083.056
2849	 Đợng Hòa Hưng, Quận 10	107.789.834	1.066.738.954
2850	Bùi Đình Túy, Quận Bình Thạnh	108.078.203	1.067.034.476
2851	đường ô tô, Quận Đống Đa	210.100.908	1.058.264.782
2852	KDC chợ đầu mối Tân Biên, Biên Hòa	10.970.533	1.068.932.141
2853	QL1A, xã Bình Minh, Trảng Bom	109.475.609	1.069.836.651
2854	đường Yết Kiêu, Phường Long Bình, Thành phố Biên Hòa	109.530.917	1.068.751.837
2855	Tây Hồ	210.811.211	1.058.180.306
2856	Khu Tên Lửa		
2857	đường 29 khu Tên Lửa	107.557.614	1.066.126.331
2858	đường 29, khu Tên Lửa	107.557.614	1.066.126.331
2859	Vĩnh Lộc B, Bình Chánh	107.911.649	1.065.642.998
2860	đường Phạm Văn Đồng	108.350.664	1.067.294.299
2861	Bùi Thị Xuân, Quận Tây Ninh	113.351.554	1.061.098.854
2862	Đường Hiệp Bình Chánh, gần ngã tư Bình Triệu	108.265.807	1.067.158.269
2863	CMT8, Phường ?, Quận Tân Bình	107.858.803	1.066.664.895
2864	Phà Bạch Đằng, Biên Hoà	110.247.885	106.806.656
2865	mặt tiền Cao Đức Lân, Quận 2	107.936.999	1.067.423.847
2866	đường Đồng Khoái, …	197.731.367	105.795.906
2867	đường Hoa Hồng, Quận Phú Nhuận	107.965.234	1.066.907.674
2868	Ðồng Khởi		
2869	Lý Thường Kiệt		
2870	Hương Lộ 2, Bình Trị Đông, Bình Tân	107.695.049	10.661.276
2871	đường Lê Văn Sỹ, Phường 14, Quận 3	107.884.861	1.066.767.003
2872	Nguyễn Văn Khối, Phường 9, Quận Gò Vấp	108.434.536	1.066.511.637
2873	Hẻm xe tải Thạch Lam, Quận Tân Phú	107.780.407	1.066.274.906
2874	mặt phố Yên Phúc, Văn Quán, Hà Đông	209.715.784	1.057.881.396
2875	Phố Mây, Phường Phan Si Păng, Thị xã Sa Pa, Tỉnh Lào Cai	223.310.468	1.038.342.383
2876	Bùi Thị Xuân, P3, Quận Tân Bình	107.958.791	1.066.638.652
2877	đường An Dương Vương, Phường An Lạc, Quận Bình Tân	107.278.848	1.066.203.589
2878	đường An Dương Vương và Đường số 1, Phường An Lạc, Quận Bình Tân	107.278.848	1.066.203.589
2879	đường Đinh Tiên Hoàng, giáp Quận 1	107.884.855	1.066.995.645
2880	Trường Chinh, P. Tân Bình	108.076.158	1.066.348.442
2881	đường 1A	125.354.113	1.091.929.724
2882	Trường Chinh, Phường Tân Bình	115.181.382	1.068.874.119
2883	Văn Quán, Hà Đông	209.796.446	1.057.923.394
2884	đường Tên Lửa	107.382.359	1.066.152.822
2885	đường Tên lửa	107.382.359	1.066.152.822
2886	Lê Văn Quới, Bình Hưng Hòa A, Quận Bình Tân	107.762.062	1.066.108.004
2887	Tại Quảng Trung, Quận Thanh Bình, Thành phố Hà Đông	20.955.835	1.057.563.658
2888	Tân Kỳ Tân Quý, Aeon Mall	107.977.799	1.066.154.258
2889	Phố Hồng Hà, Ngõ Nông	210.364.721	1.058.541.925
2890	đường số 3	108.095.396	1.066.039.432
2891	đường số 3, đối diện trường học		
2892	Đường số 1, Phường An Lạc, Quận Bình Tân	107.251.764	1.066.131.707
2893	đường Tên Lửa, sát đường tỉnh lộ 10	107.478.829	1.066.118.492
2894	na		
2895	hẻm xe hơi, Phường 2, Quận 8	107.457.311	1.066.879.557
2896	154 đường Âu Dương Lân, Phường 3, Quận 8	107.456.162	1.066.830.843
2897	đường số 6, Phường Linh Đông, TP. Thủ Đức	108.578.791	106.746.207
2898	đường Hai Bà Trưng, Hải Phòng	208.525.691	1.066.772.894
2899	Hải Bà Trưng, Hải Phòng	208.525.691	1.066.772.894
2900	đường Quang Trung, Phường 11, Quận Gò Vấp	108.358.112	1.066.608.026
2901	Đặng Thai Mai		
2902	đường Hoa Đào, Phường 2, Quận Phú Nhuận	107.982.517	1.066.861.648
2903	đường Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1	107.556.587	1.066.857.053
2904	Đỗ Xuân Hợp		
2905	Trung tâm Cầu Giấy	210.362.368	1.057.905.825
2906	Mặt Tiền – An Sinh	209.386.407	1.068.473.377
2907	Siêu Khan Hiếm, Quận 7	107.340.344	1.067.215.787
