index	Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Location	Description
74	Rẻ, Nhà Trương Định Lô góc,ngõ thông,Kinh doanh DT 32m2, 6 Tầng, MT3.7m, giá nhỉnh 4 tỷ	6.5 tỷ	https://batdongsan.vn/re-nha-truong-dinh-lo-gocngo-thongkinh-doanh-dt-32m2-6-tang-mt37m-gia-nhinh-4-ty-r285029	32	4	5		"Rẻ, Nhà Trương Định Lô góc,ngõ thông,Kinh doanh DT 32m2, 6 Tầng, MT3.7m, giá nhỉnh 4 tỷ
+ Nhà kinh doanh tốt. chủ xây chất lượng, kỹ thuật , thiết kế đẹp

+ Khu vực tiện ích ngập tràn, văn minh, giao thông thuận lợi, vài bước chân ra Vành đai 2.5, Giải Phóng, Vành đai 3, cao tốc Pháp Vân- Cầu Giẽ, bến xe Giáp Bát, sát Kim Đồng, Tân Mai, Giải Phóng...Xung quanh có các tiện ích Bệnh Viện Bạch Mai,

+ Gần nhiều trường Đại học danh tiếng như Bách - Kinh - Xây. Ra đầu ngõ là chợ và trường học các cấp.
Ngõ trc nhà trải nhựa sạch đẹp thoáng rộng 5m.

+ Thiết kế: Nhà 6 tầng đẹp hiện đại.

- Tầng 1: Kinh doanh, bếp, WC.
- Tầng 2 : Phòng khách.
- Tầng: 3,4,5: Mỗi tầng 1 phòng, WC.
- Tầng 6: Phòng thờ, sân phơi.

????Sổ đỏ chính chủ sẵn sàng giao dịch.
???? Giá: 4.x Tỷ
???? Liên hệ: Nguyễn Hiền (Nhà Phố Hà Nội)"
75	Bán nhà đường âu cơ khu vực phú tài. thành phố quy nhơn	4680000000 tỷ	https://batdongsan.vn/ban-nha-duong-au-co-khu-vuc-phu-tai-thanh-pho-quy-nhon-r285028	52	3	2		"????PHONG PHÁT LAND ????. MSP : #N202
(✿◠‿◠) Giá chỉ - - 1Tỷ 5xxx. ✿◕ ‿ ◕✿

????…CẦN BÁN NHÀ : một mê trên lợp hẻm 4m Âu Cơ Phú Tài . Nhà mới đẹp lung linh . Đặc biệt có phòng ngủ dưới thoáng mát .
- Diện tích : 52 m2. Ngang : 4 m
- Kết cấu : phòng khách, phòng thờ, 3 phòng ngủ, 2 tolet , sân phơi,
- Pháp lý : sổ đỏ lâu dài .
- Hướng : Đông bắc.
- Giá : 1 tỷ 5xxx
- MSP : #N202 (✿◠‿◠)

???? BĐS PHONG PHÁT LAND ????. ☆(❁‿❁)☆
- zalo/fb : 0981847977 - 0985807177
????Văn phòng: ₫ường hồ văn dũng. Cầu 2. Phường đống đa. TP quy nhơn. Bình định
???? YouTube : phong phát land
- VUI LÒNG LIÊN HỆ HOẶC TRUY CẬP WEBSITE: https://www.facebook.com/phongphatland85?mibextid=9R9pXO
ĐỂ BIẾT THÊM THÔNG TIN NHÀ,ĐẤT KHÁC VÀ CHÍNH SÁCH VAY TRẢ GÓP"
76	Bán nhà khu cao cấp Trần Phú, Ngô Quyền, Hải Phòng Sản phẩm cực hiếm. 74,4m2 Giá: 13 tỷ	1.6 tỷ	https://batdongsan.vn/ban-nha-khu-cao-cap-tran-phu-ngo-quyen-hai-phong-san-pham-cuc-hiem-744m2-gia-13-ty-r285027	74	5	5	('20.8610352', '106.6888295')	"Bán nhà khu cao cấp Trần Phú, Ngô Quyền, Hải Phòng???? Sản phẩm cực hiếm
LH Mrs Tâm: 0796-336-866
Diện tích: 74,4m2, Ngang: 4,96m
Hướng: Đông tứ trạch
Nhà thuộc khu cao cấp dân cư văn minh đồng bộ, bảo vệ 24/7, tích hợp mọi tiện ích bán kính 1km khu vực phố trung tâm. Nhà thiết kế công năng sử dụng cao, sàn gỗ nhập khẩu.....
Sổ đỏ chói lọi
Giá: 13 tỷ (Có thoả thuận)
Chi tiết LH Mrs Tâm: 0796-336-866 CDT Group Sàn Bán Nhà Hải Phòng."
77	Bán nhà MT kinh doanh DT 768 thổ cư 138m2 (X. Thạnh Phú) 3,6 tỉ	13 tỷ	https://batdongsan.vn/ban-nha-mt-kinh-doanh-dt-768-tho-cu-138m2-x-thanh-phu-36-ti-r285026	138	2	na		"Kèo thơm chủ kẹt bank rất thiện chí bán hạ giá từ 4,150 tỉ xuống còn 3,6 tỉ
???????? Bán nhà mặt tiền kinh doanh DT 768 SHR thổ cư 138m2 (X. Thạnh Phú)
+ Toạ lạc tại vị trí đắc địa,Gần chợ,cây xăng thạnh phú
+ Diện tích: 4,2x30m (nở hậu 4,9m)
+ Sổ hồng riêng thổ cư 100%
+ Nhà cấp bốn xây dựng kiên cố gồm: 1 phòng khách,2 phòng ngủ,tolet,nhà bếp .
+ Vị trí đắc địa thích hợp vừa ở và phù hợp cho việc kinh doanh mọi nghành nghề nails,spa,mở văn phòng công ty..."
78	Bán nhà ngõ Văn Chương, Đống Đa, gần ô tô, ở ngay 6 tầng 52m2 giá 8 tỷ	3.6 tỷ	https://batdongsan.vn/ban-nha-ngo-van-chuong-dong-da-gan-o-to-o-ngay-6-tang-52m2-gia-8-ty-r285025	52	6	4		"NGÕ NÔNG THÔNG - GẦN CHỢ - GẦN Ô TÔ- THOÁNG TRƯỚC SAU - Ở KẾT HỢP CHO THUÊ QUÁ ĐẸP.
- Nhà vị trí cách ô tô 15m, trung tâm quận Đống Đa, gần hồ Linh Quang, Văn Miếu. Ngõ thông Khâm Thiên, Thông Phong, Tôn Đức Thắng… giao thông thuận lợi, đi học, đi làm, đưa đón con cái đều thuận lợi.
Xung quanh khu vực sầm uất, bạt ngàn tiện ích, chợ dân sinh, trường học… ở quá sướng ( kết hợp cho thuê quá đẹp, mỗi phòng cũng 3-4 triệu, có bãi gửi xe gần)
Nhà xây tâm huyết chắc chắn khung cột bê tông.
+ Tầng 1: phòng khách, bếp, vệ sinh.
+ Tầng 2,3,4: 2 phòng ngủ, vệ sinh ngoài.
+ Tầng 5: phòng thờ, sân phơi.
+ Tầng tum: téc nước.
- Sổ đỏ chính chủ, sẵn sàng giao dịch."
79	SÁT ĐƯỜNG NHỰA 6M TRƯỜNG SA, PHƯỜNG 13, PHÚ NHUẬN, 4 TẦNG BTCT, 55M2, 7.x TỶ	8 tỷ	https://batdongsan.vn/sat-duong-nhua-6m-truong-sa-phuong-13-phu-nhuan-4-tang-btct-55m2-7x-ty-r285024	55	5	5		"- Diện tích: 4 x 14m
- Kết cấu: 1 trệt 3 lầu BTCT; 5 PN, 5 WC. Phòng khách, bếp, ban công bao rộng
- Đường đi sạch đẹp, an ninh. Khu vực Lê Văn Sỹ, Trường Sa, Đặng Văn Ngữ
- Gần chợ Phạm Văn Hai, CoopMart, BV ITO, công an phường
- Sổ hồng chính chủ, hoàn công đủ, pháp lý chuẩn, công chứng mua bán ngay"
80	Bán dãy trọ 20 phòng, dt 227m² Cn 160.5 m², P. Linh Trung Thủ Đức, giá 14 tỷ	"Giá bán
Dưới 500 triệu
Từ 500 - 800 triệu
Từ 800 triệu - 1 tỷ
Từ 1 - 2 tỷ
Từ 2 - 3 tỷ
Từ 3 - 5 tỷ
Từ 5 - 7 tỷ
Từ 7 - 10 tỷ
Từ 10 - 20 tỷ
Từ 20 - 30 tỷ
Trên 30 tỷ"	https://batdongsan.vn/ban-day-tro-20-phong-dt-227m-cn-1605-m-p-linh-trung-thu-duc-gia-14-ty-r285023	227	na	na	('10.8572981', '106.7685906')	"Bán dãy trọ 20 phòng, dt 227m² Cn 160.5 m², P. Linh Trung Thủ Đức, giá 14 tỷ
- Diện tích: 227 m² Sổ Cn 160,5 m². Ngang 11m x 20,6m, vuông vức
- Kết cấu : có 20 phòng có gác đang cho thuê, thu nhập 40tr/tháng
- Hẻm 1 sẹc ngắn, đường oto thông, cách mặt tiền lớn chỉ 50m.
- 2 phút ra đường Hoàng Diệu 2, gần công viên đường Số 9 Phường Linh Trung
- Vị trí ngay gần ngay Đại học Ngân Hàng, ĐH Sư Phạm Kỹ Thuật, luôn kín phòng
- Pháp lý : Sổ hồng riêng, hoàn công đủ, khu dân cư hiện hữu, không quy hoạch, công chứng ngay.
- Giá bán : 14 tỷ. ( TL chính chủ )
Liên Hệ Em Long 0898 408 677 để được xem và mua nhanh nhất!! Mong tiếp khách thiện chí"
81	BÁN NHÀ NGUYỄN TRÃI- NGÃ TƯ SỞ-33M X 5 TẦNG-MỚI KOONG- HÀNG XÓM ROYAL-BAGAC ĐỖ CỬA	14 tỷ	https://batdongsan.vn/ban-nha-nguyen-trai-nga-tu-so-33m-x-5-tang-moi-koong-hang-xom-royal-bagac-d-cua-r285017	33	3	na	('21.0009593', '105.8139153')	"BÁN NHÀ NGUYỄN TRÃI- NGÃ TƯ SỞ-33M X 5 TẦNG-MỚI KOONG- HÀNG XÓM ROYAL-BAGAC ĐỖ CỬA
- Ngõ thông ra Chính Kinh, Quan Nhân rất gần, gần chợ,trường học, bãi xe
- Nhà đẹp long lanh với 3 ngủ 4 wc, phòng nào cũng sáng thoáng
- Sổ chính chủ
Liên hệ: 0375851091(zalo)/0934220220"
82	Chính chủ bán nhà p.Tân Phong sổ riêng sau lưng GX Phú Hải	4.15 tỷ	https://batdongsan.vn/chinh-chu-ban-nha-ptan-phong-so-rieng-sau-lung-gx-phu-hai-r285016	40	na	na		"Chính chủ bán nhà p.Tân Phong sổ riêng sau lưng GX Phú Hải
❗️Cách đường Nguyễn Ái Quốc 200m, phường Trúng Dũng Biên Hoà Đồng Nai
⚠️ Diện tích: 40m2 (nở hậu), sổ hồng riêng
⚠️ Hiện trạng: 1 trệt 1 lầu 2phòng ngủ, 2 toilet, phòng thờ, sân để xe, hẻm xe hơi.
⚠️ Đang có hợp đồng thuê 4 triệu/ tháng
???? Giá bán: 2 tỷ3 ( bớt lộc cho khách thiện chí)
☎️ Liên hệ: 0934088007"
83	Báo giá cửa Vòm nhựa Composite mới nhất năm 2023	2.3 tỷ	https://batdongsan.vn/bao-gia-cua-vom-nhua-composite-moi-nhat-nam-2023-r285015	na	na	na		"Báo giá cửa Vòm nhựa Composite mới nhất năm 2023. Cửa nhựa Composite đang được chiếm ưu thế trong kiến trúc thiết kế nội thất hiện nay. Với các tính năng vượt trội như chịu nước tốt, chống mối mọt, chống cong vênh co ngót...Hiện nay có rất nhiều khách hàng vẫn thích cửa Vòm bề mặt giống như cửa gỗ tự nhiên, nên hôm nay Cửa nhựa cửa gỗ sẽ gửi đến quý khách những thông tin bổ ích của cửa Vòm nhựa Composite, mời quý khách hàng tham khảo bài viết dưới đây nhé.

HOTLINE + zalo: 035.312.6411 – 0888.696.029 (NVKD Như Ý)

Website: http://cuanhuacuago.net

Báo giá cửa Vòm nhựa Composite mới nhất năm 2023
Cửa Vòm nhựa Composite là gì ?

Cửa Vòm Nhựa Composite được đúc từ nhựa PVC và bột gỗ mịn cùng với những chất phụ gia tạo thành. Thiết kế phần chân và thân cửa vuông vức, phần đầu vòm bằng nửa đường tròn. Thật ra, mẫu cửa này được đã xuất hiện từ rất lâu trước đây nhưng hiện nay nó đang là mẫu cửa được quan tâm nhiều nhất. Hình dạng cổ điển của cửa Composite hình vòm tạo đường nét đặc biệt hiện đại độc đáo, sang trọng.

Báo giá cửa Vòm nhựa Composite mới nhất năm 2023.
STT  LOẠI CỬA MODEL KÍCH THƯỚC (mm) ĐƠN GIÁ BỘ (VNĐ/Bộ)
01 CỬA VÒM NHỰA GỖ COMPOSITE (áp dụng tường dày từ 90mm-115mm) PHỦ DA 900 x 2.200 4.000.000
SƠN PU 900 x 2.200 4.300.000
LUXURY 900 x 2.200 4.900.000
Bảng giá chi tiết 1 bộ cửa Vòm nhựa Composite tại TP.HCM
Cửa nhựa vòm COMPOSITE phủ da
– Kích thước (900x 2200) mm
– Khung bao, nẹp chỉ  làm bằng nhựa gỗ
– Độ dày cánh 40mm (± 2).
– Được làm từ bột gỗ xay mịn với hạt nhựa và keo chuyên dụng dưới nhiệt độ và áp suất cao nên rất bền và cứng chắc.
– Phủ da hoàn thiện.

Bộ



4.000.000




Bản lề 4 cái



Bộ



80.000.




Khóa tròn trơn



Bộ



200.000




Nẹp chỉ 2 mặt



Bộ



400.000




Lắp đặt TP HCM



Bộ



450.000




Vận Chuyển TP HCM



Chuyến



300.000

Cấu tạo cửa Vòm nhựa Composite (Báo giá cửa Vòm nhựa Composite mới nhất năm 2023)

Lõi cánh cửa được làm bằng tấm nhựa gỗ PVC. Đây là tổng hoà của vụn gỗ xay mịn cộng với hạt nhựa PVC nguyên sinh cùng với phụ gia và keo chuyên dụng được chộn lẫn với nhau bằng máy trộn ở nhiệt độ cao và áp xuất cao. Từ đó tạo thành nguyên liệu nhựa gỗ composite.

Cấu tạo cánh và khung cửa nhựa composite đều được đúc nguyên khối, có khoảng không cách âm ở mức trung bình.

Cánh cửa được máy CNC khắc hoạ hoạ tiết hoa văn nên tạo ra nhiều kiểu dáng mẫu mã cửa nhựa Composite ưng ý cho khách hàng thoải mái lựa chọn.

Bề mặt bên ngoài được sơn màu hoặc phủ một lớp vân gỗ PVC cao cấp, nhờ đó mà cửa nhựa có được lớp vẫn gỗ trông rất tự nhiên sang trọng, đều màu.

>>Xem thêm: Top 20 mẫu cửa nhựa mới nhất 2023.

Thông số kỹ thuật cửa

- Kích thước chuẩn phủ bì : 800mm x 2.100mm / 900mm x 2.200mm .

- Độ Dày cánh : 40 mm

- Độ dày khung :  có 2 hệ khung

- Hệ khung trám hồ : 55 mm x 100mm

- Hệ khung Tăng giảm:có 4 hệ khung: 45mm x 90mm / 55mm x105mm / 45mm  x 120mm / 55mm x 200mm.

Khung lắp ráp 9cm: Sử dụng cho tường từ 95mm -115 mm.
Khung lắp ráp 10.5cm: Dùng cho tường có độ dày từ 105mm -125mm.
Khung lắp ráp 12cm: Áp dụng cho loại tường dày từ 125mm -145mm.

- Trọng lượng cửa thường từ 48kg – 50 kg (đối với kích thước 900mm x2.200mm).

Những phụ kiện đi kèm cửa (Báo giá cửa Vòm nhựa Composite mới nhất năm 2023)
02 PHÁT SINH NẸP CHỈ Nẹp chỉ nỗi tân cổ điển 2 mặt 900 x 2.200 400.000
Nẹp L5 (phủ 2 mặt) 900 X 2.200 400.000
Nẹp L6 (phủ 2 mặt) 900 x 2200 500.000
 03  PHÁT SINH CHỈ NHÔM Chỉ nhôm 7mm màu bạc hoặc màu đồng Cây ngang 40.000
Cây đứng 80.000
04 PHÁT SINH Ô KÍNH THEO CATALOGUE (120 x 340)mm 200.000
05 PHÁT SINH KHOÉT KHOÁ TAY GẠT Các loại khoá tay gạt
100.000
06   GIÁ PHÁT SINH TĂNG THEO DÀY TƯỜNG Dày tường : (105 – 125)mm KLR (55 x 105)mm 50.000
Dày tường ( 120-140)mm KLR (45 x 120)mm 100.000
Dày tường ( 140 -180) mm -KLR (45 x 120)mm– Nẹp chỉ L6 200.000
Dày tường (200 – 220) mm KLR (45 x 200)mm 1.000.000
Dày tường (240 -260) mm -KLR (45 x 200)mm– Nẹp chỉ L6 1.100.000
Y nối khung bao tăng thêm 60mm 1 mặt (3 cây) 300.000
07  GIÁ PHÁT SINH OFIX Kính chết ( trong hoặc mờ ) (500 x 900) mm 900.000
Ván nhựa composite (500 x 900) mm 1.500.000
Kính chết ( trong hoặc mờ ) 500 x (1200 -1800) mm 1.900.000
Ván nhựa composite 500 x (1200 -1800) mm 2.500.000
Ưu điểm nổi bật cửa cửa Vòm nhựa Composite
Thiết kế độc đáo, sang trọng

Lối thiết kế cổ điển nhưng vẫn mang màu sắc hiện đại, tạo điểm nhấn cho căn nhà, căn phòng. Điểm khác lạ luôn khiến cho mọi người phải chú ý đến, đột phá trong thi công xây dựng – nội thất góp phần tạo thêm sự tươi mới cho không gian sống.

Dễ thi công, sửa chữa 

Cửa cong vòm có khó khăn hơn một chút trong thi công lắp đặt so với cửa vuông bình thường. Nhưng đối với thợ KingDoor thì không có gì là khó cả. Kỹ thuật công ty khảo sát công trình, đo đạc thực tế tư vấn rõ ràng. Thợ lắp chuyên nghiệp, tay nghề lâu năm khi lắp hoàn thiện bộ cửa Vòm cho quý khách nét từng góc cạnh.

Với đặc trưng kết cấu đơn giản, cửa vòm Composite không đòi hỏi quá trình bảo dưỡng tốn kém hay thi công cầu kì. Ngoài ra, việc lau chùi, vệ sinh mẫu cửa này cũng không hề phức tạp.

Độ bền tốt, chống chịu với thời tiết khắc nghiệt

Có nguyên liệu từ nhựa gỗ, sản phẩm có độ bền tốt, ấn tượng và chống chịu ổn trước các ngoại lực vừa phải giúp cửa giữ nguyên được form chuẩn, không hề móp méo, cong vênh. Khác với gỗ tự nhiên, cửa vòm từ nhựa gỗ nghiệp không hề bị mối mọt, thấm nước làm suy giảm chất lượng.

Đồng thời, cửa còn có khả năng cách âm gần như hoàn hảo, kiến tạo cho không gian sự yên tĩnh, riêng tư để khách hàng có thể yên tâm nghỉ ngơi, làm việc.

Đa dạng mẫu mã, kiểu cách và màu sắc (Báo giá cửa Vòm nhựa Composite mới nhất năm 2023)

Cửa vòm nhựa Composite có nhiều mẫu mã như: mẫu phẵng, mẫu chỉ nhôm, mẫu ô kính, mẫu ô lá sách, cửa mẹ bồng con, cửa 2 cánh đều, cửa ofix…

Màu sắc đa dạng: Quý khách có thể làm cửa phủ da giả gỗ, phủ sơn PU, phủ sơn vân gỗ,…

Giá thành hợp lý 

Mức giá hoàn thiện bộ của vòm hiện nay là khá rẻ so với thời trước. Sử dụng công nghệ hiện đại giảm thiểu sức lao động cùng với nguyên vật liệu sẵn có góp phần mức giá giảm đi.

Thông tin liên hệ mua cửa – Báo giá cửa Vòm nhựa Composite mới nhất năm 2023

Để lại thông tin trên web hoặc gọi trực tiếp + zalo: 035 312 6411 – 088 869 6029 (NVKD Như Ý)

Khi nhân viên kinh doanh gọi tư vấn, khách hàng cung cấp kích thước, mẫu mã, phụ kiện đi kèm…

Hình thức thanh toán bên công ty: 40% đặt cọc, 40% giao hàng, 20% lắp dựng hoàn thiện

Đối với đơn hàng không lắp dựng: 40% đặt cọc, 60% giao hàng.

Hình thức giao hàng và lắp dựng: Khi có cửa được nhân viên kinh doanh gọi giao hàng. Sau khi giao cửa và thu số tiền đợt 2 sẽ bố trí thợ lắp đặt trong ngày hôm sau.

>> Xem thêm báo giá cửa nhựa gỗ Composite  tại đây.

>>> Xem thêm báo giá cửa nhựa ABS Hàn Quốc  tại đây.

>>> Xem thêm báo giá cửa nhựa Đài Loan  tại đây.

> >Xem thêm báo giá cửa gỗ công nghiệp  tại đây.

>  Xem thêm báo giá cửa gỗ MDF  tại đây.

Xem thêm báo giá cửa thép chống cháy  tại đây.

Xem thêm báo giá cửa gỗ chống cháy  tại đây.

THÔNG TIN NHÀ CUNG CẤP 

HOTLINE: 035.312.6411 – 088.869.6029 Gặp NVKD (Như Ý)

WEBSITE: http://Cuanhuacuago.net

FANPAGE: Cửa nhựa cửa gỗ

SHOWROOM CÔNG TY KINGDOOR

SHOWROOM 1: 639 QL 13 P.Hiệp Bình Phước, TP.Thủ Đức

SHOWROOM 2: 602 Kinh Dương Vương, P.An Lạc, Q.Tân Bình

SHOWROOM 3: 731 Lê Hồng Phong, P.Phước Long, Tp. Nha Trang

SHOWROOM 4: 671 Nguyễn Duy Trinh, Bình Trưng Đông, Quận 2"
84	Bán nhà Mặt tiền gần CMT8 Phường 7 Tân Bình, gần 60m2 3 Tầng, giá 5 tỷ nhỉnh	Thỏa thuận	https://batdongsan.vn/ban-nha-mat-tien-gan-cmt8-phuong-7-tan-binh-gan-60m2-3-tang-gia-5-ty-nhinh-r285010	na	na	na		"+ Vài căn ra Mặt tiền Cách mạng tháng 8
+ DT: 60m2, kết cấu 3 tầng vững chắc
+ Hẻm xe hơi gần nhà, an ninh
+ Sổ đẹp, giá chỉ 5 tỷ nhỉnh chút
+ Khu vực cực nhiều tiện ích trung tâm, gần hồ bơi Cộng Hoà, bệnh viện Thống Nhất, thông đường Bành Văn Trân, 3 phút đi Quận 1, Quận 10, sát công viên Lê Thị Riêng"
85	Bán nhà Thạch Bàn, Long Biên, 80m, MT 4.9m, đường ô tô tránh, 6 tỷ 9	5.75 tỷ	https://batdongsan.vn/ban-nha-thach-ban-long-bien-80m-mt-49m-duong-o-to-tranh-6-ty-9-r285005	80	3	2	('21.0359662', '105.9021921')	"- Bán căn nhà 3 tầng tại tổ 16 phường Thạch Bàn, Long Biên. Diện tích 80m, mặt tiền rộng gần 5m, đường ô tô tránh thông thoáng, kinh doanh hoặc làm văn phòng thuận tiện.
- Nhà nằm kế khu TĐC Thạch Bàn, đất phân lô vuông đẹp, đường rộng ô tô tránh nhau, dừng đỗ thoải mái. Khu vực phát triển hạ tầng, giao thông thuận tiện thông các ngả, có thể đi Nguyễn Thời Trung hoặc đường Nguyễn Văn Linh cách vài bước chân, thông thoáng ra phố Thạch Bàn hoặc Cổ Linh đi đâu cũng tiện.
- Hiện trạng nhà 3 tầng cũ, chủ nhà xác định bán đất. Giá thiện chí bán cho người nhiệt tình mua giá trị thửa đất vuông đẹp, mặt tiền rộng, đường thông thoáng kinh doanh tốt.
- Sổ đỏ sẵn sàng giao dịch.
- LH: 0904.882258"
86	NHÀ GIẢM SÂU VƯỜN LÀI,TÂN PHÚ-HẺM XE TẢI 1 SẸC THÔNG-48m2- 4.6 TỶ(TL)	6.9 tỷ	https://batdongsan.vn/nha-giam-sau-vuon-laitan-phu-hem-xe-tai-1-sec-thong-48m2-46-tytl-r285003	48	2	2	('20.9560494', '106.8063569')	"- Nhà ngay vị trí cực kì đắc địa con ngay VƯỜN LÀI , TÂN PHÚ với
- Hẻm xe hơi 1 trục thông tứ tung
- Kết cấu 1 trệt, 1 lửng với 2 PN, 2 WC
- Diện tích 48m2 (3 *16m) , nở hậu
- Chính chủ 1 đời , sổ đẹp , pháp lý chuẩn .
☎️ Lh: 0899892121 TRANG để xem nhà trực tiếp."
87	Chỉ 2,55 tỷ nhà 5 tầng x 30m2 Yên Nghĩa Hà Đông - cách bến xe Hà Đông 300m, lô góc	Thỏa thuận	https://batdongsan.vn/chi-255-ty-nha-5-tang-x-30m2-yen-nghia-ha-dong-cach-ben-xe-ha-dong-300m-lo-goc-r285000	31	na	na	('20.9551855', '105.758011')	"NHÀ ĐẸP Ở NGAY, BÁM TRỤC ĐƯỜNG QUANG TRUNG HÀ ĐÔNG, NGÕ THOÁNG RỘNG, GIÁ RẺ
Chỉ 2,55 tỷ nhà 5 tầng x 30m2 Yên Nghĩa Hà Đông - cách bến xe Hà Đông 300m, lô góc thoáng sáng, nhà đẹp ở ngay.

+ Diện tích 30m2, mặt tiền rộng.
+ Nhà đẹp ở ngay, thiết kế 5 tầng hiện đại, đầy đủ công năng cho gia đình nhiều thế hệ. Xây dựng kiên cố chắc chắn, bê tông cốt thép.
+ Vị trí thuận tiện, gần đường sắt trên cao, cách 300m ra tới bến xe Yên Nghĩa, trường cấp 1-2-3
+ Pháp lý chuẩn, công chứng ngay
☎️Liên hệ em Dương: 0914450004 (miễn trung gian, môi giới)"
88	Gấp bán GIẢM 1,3 TỶ - Nhà QUẬN 3 – 60m2 - NGANG 5M – Chỉ 5.x tỷ	2.55 tỷ	https://batdongsan.vn/gap-ban-giam-13-ty-nha-quan-3-60m2-ngang-5m-chi-5x-ty-r284992	60	3	2	('10.7763897', '106.7011391')	"Mô tả:
- Diện tích 60 m2, ngang 4.8m dài 10m, nở hậu 9m.
- Nhà 1 trệt 1 lầu, có 3 phòng ngủ.
- Hẻm rộng thoáng, sạch sẽ, an ninh.
- 50m ra mặt tiền Cách mạng tháng 8, kế bên Công An phường, gần trường Mầm non, trường cấp 1-2-3, tiện ích xung quanh không thiếu thứ gì…
- Pháp lý sạch, công chứng ngay.
☎️ Thiện chí alo em Hiền gặp chính chủ thương lượng, miễn trung gian."
