Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2	lat1	lon1	lat2	lon2
Bán nhà trung tâm Sở Dầu, Hồng Bàng, Hải Phòng hơn 4 tỷ nhà 4 tầng 50m2 ô tô đỗ cửa ngày đêm	7.0	50.0	4.0	3.0	Sở Dầu, Hồng Bàng, Hải Phòng	"Bán nhà trung tâm Sở Dầu, Hồng Bàng, Hải Phòng hơn 4 tỷ nhà 4 tầng 50m2 ô tô đỗ cửa ngày đêm
LH Mrs Tâm: 0796-336-866

* Thông số:
- Diện tích: 50m2
- Ngang: 4m
- Hướng: ĐB
- Đường: 11m( vỉa hè 2 bên)

* Sổ đỏ chính chủ, sẵn sàng trao tay trong 1 nốt nhạc.

✅ Cấu trúc:
+ Tầng 1: phòng khách, bếp, wc
+ Tầng 2: 2 phòng ngủ, wc
+ Tầng 3: 2 phòng ngủ, wc
+ Tầng 4: phòng thờ, sân phơi

✅ Nhà nằm trong khu phân lô đồng bộ, cơ sở hạ tầng đẹp, an ninh đảm bảo, có vườn hoa trung tâm dành cho mọi lứa tuổi chơi thể thao….

✅ Vị trí đẹp di chuyển tới các tiện ích: bến xe, Vincom, Quận Uỷ, Trường học các cấp…. chỉ vài phút đi xe.

✅ Tiện ích nội khu: siêu thị, nail, tóc, hiệu thuốc….đi bộ ra là tới.

Giá: 4,7 tỷ( TT cho khách hàng thiện chí)

Khách hàng hãy nhanh tay sở hữu ngôi nhà cực kỳ đẹp và tiện ích trên. LH Mrs Tâm: 0796-336-866 Công ty Bán Nhà Hải Phòng."	False	False	True	0	Sở Dầu, Hồng Bàng, Hải Phòng	Sở Dầu, Hồng Bàng, Hải Phòng	Sở Dầu, Hồng Bàng, Hải Phòng	208.683.599	1.066.556.575	208.683.599	1.066.556.575
Nhà Dương Thị Mười-Tân Chánh Hiệp-Chỉ sau căn mặt tiền-Gần Bệnh viện Q.12-Chỉ 28 triệu/m2.	4.7	146.0	3.0	2.0		"- Nhà Dương Thị Mười-Tân Chánh Hiệp-Chỉ sau căn mặt tiền - Gần Bệnh viện Quận 12-Chỉ 28 triệu/m2.
- Không lộ giới, không quy hoạch.
- Ngang 9.5 mét rộng rãi, sân rất chill.
- Chính chủ lâu năm chưa qua đầu tư.
- Giá bất chấp tất cả đầu tư.
- SHR vuông đẹp."	False	False	True	0	Tân Chánh Hiệp, Quận 12	Tân Chánh Hiệp, Quận 12	Tân Chánh Hiệp, Quận 12	10.866.797	1.066.261.831	10.866.797	1.066.261.831
Siêu phẩm nhà cực đẹp ngõ 106 đẹp nhất Lương Khánh Thiện, Ngô Quyền, Hải Phòng 64m2	4.2	64.0	5.0	6.0	Lương Khánh Thiện, Ngô Quyền, Hải Phòng	"Siêu phẩm nhà cực đẹp ngõ 106 đẹp nhất Lương Khánh Thiện, Ngô Quyền, Hải Phòng 64m x 5 tầng thông Trần Phú, tặng full nội thất về ở luôn
LH Mrs Tâm: 0796-336-866

* Khu nhà ở dân trí cực cao, bảo vệ túc trực 24/7
* Khuôn viên rộng rãi thoáng mát, vườn hoa, khu vui chơi, trường mầm non quốc tế đầy đủ tiện nghi.
* Nhà 2 mặt đường nội bộ phân lô trước sau rộng 8,5m, ô tô đỗ ngày đêm
* Công năng : phòng khách, bếp, 5 ngủ, 6 wc, phòng thờ, sân phơi.
* Sổ đỏ chính chủ
Giá: 8,5 tỷ( TT)

Thông tin chi tiết LH Mrs Tâm: 0796-336-866 Công ty Bán Nhà Hải Phòng."	True	False	True	0	Lương Khánh Thiện, Ngô Quyền, Hải Phòng	Lương Khánh Thiện, Ngô Quyền, Hải Phòng	Lương Khánh Thiện, Ngô Quyền, Hải Phòng	208.572.591	106.687.347	208.572.591	106.687.347
NHÀ MẶT NGÕ THÔNG - KINH DOANH VỪA - 3 GÁC TRÁNH - SỔ VUÔNG ĐÉT - 3.65 TỶ	8.5	32.0				"Thông tin mô tả
- Diện tích 32.3m2, nhà C4, mặt tiền 4m
- Nhà mặt ngõ Tân Triều, giao thông thuận tiện
- Trung tâm các trường Đại học, Cao đẳng,
- Thiết kế:
+ Tầng 1: Phòng khách, ngủ, bếp, wc, để xe
+ Tầng 2: 1 phòng ngủ, wc
Sổ đỏ cất két, chủ thiện chí bán, sẵn sàng giao dịch
Liên hệ: E Hà - 0989 675 055"	False	False	True	0	Ngõ Tân Triều	Ngõ Tân Triều	Ngõ Tân Triều				
Hiếm nhà phố 4 tầng, ngay trung tâm thị trấn Sapa kinh doanh cho thuê tốt - Sổ đỏ lâu dài	3.65	92.0	6.0	7.0		"Nhà phố 4 tầng trung tâm Sapa, vị trí duy nhất view toàn thị trấn Sapa và núi hàm rồng, cạnh khu trung tâm hành chính mới, cận kề các điểm tham quan du lịch nổi tiếng.

Kinh doanh khai thác du lịch, cho thuê quanh năm. Tiềm năng tăng giá cao khi quỹ đất nhà ở đô thị vô cùng khan hiếm và hạ tầng xây dựng phát triển (sân bay Sapa hoàn thiện năm 2026; cầu Móng Sến nối lên Sapa thông xe vào tháng 9 năm nay,...)

Sản phẩm 2 mặt tiền, khai thác tối đa lợi nhuận. Nằm ngay đường Điện Biên Phủ, mặt đường rộng 6m, cạnh bãi gửi xe hiếm hoi trong trung tâm.

CHỦ ĐẦU TƯ UY TÍN: Tổng Công Ty 36 Bộ Quốc Phòng, chi phí xây dựng cực rẻ chỉ 5tr/m2.

Diện Tích đa dạng: 91,9 – 216,3 m2. Pháp lý: đã có sổ đỏ tách riêng từng lô.

Anh chị liên hệ em theo số 0855.685.615 để tìm hiểu dự án ạ!"	False	True	True	0	Đường Điện Biên Phủ, Thị trấn Sapa	Đường Điện Biên Phủ, Thị trấn Sapa	Đường Điện Biên Phủ, Thị trấn Sapa	223.407.143	1.038.407.273	223.407.143	1.038.407.273
Nhà Gò Vấp Sổ hồng riêng, 2 tầng, 1 tỷ 6, không quy hoạch	5.0	15.0	1.0	1.0	Thành phố Hồ Chí Minh	"Nhà Gò Vấp Sổ hồng riêng, 2 tầng, 1 tỷ 6, không quy hoạch
. Vị trí: Lê Đức Thọ gần Nguyễn Oanh, hẻm ba gác.
. Diện tích sử dụng công nhận 32m2, hiện trạng 1 trệt 1 lầu đúc
. Nhà mới đẹp ở liền đủ công năng sử dụng, đang cho thuê 5 triệu/ tháng.
. Tiện ích dư thừa, ngay chợ An Nhơn, trường học, bệnh viện Gò Vấp…
. Sổ hồng riêng hoàn công, không quy hoạch.
Liên hệ 0902177052 xem nhà thương lượng chính chủ."	True	True	True	0	Lê Đức Thọ, Gò Vấp	Thành phố Hồ Chí Minh	Lê Đức Thọ, Gò Vấp	108.230.989	1.066.296.638	10.848.289	1.066.675.573
Nhà Gò Vấp Sổ hồng riêng, 2 tầng, 1 tỷ 6, không quy hoạch	1.6	15.0	2.0	1.0	Thành phố Hồ Chí Minh	"Nhà Gò Vấp Sổ hồng riêng, 2 tầng, 1 tỷ 6, không quy hoạch
. Vị trí: Lê Đức Thọ gần Nguyễn Oanh, hẻm ba gác.
. Diện tích sử dụng công nhận 32m2, hiện trạng 1 trệt 1 lầu đúc
. Nhà mới đẹp ở liền đủ công năng sử dụng, đang cho thuê 5 triệu/ tháng.
. Tiện ích dư thừa, ngay chợ An Nhơn, trường học, bệnh viện Gò Vấp…
. Sổ hồng riêng hoàn công, không quy hoạch.
Liên hệ 0902177052 xem nhà thương lượng chính chủ."	True	True	True	0	Lê Đức Thọ, Gò Vấp	Thành phố Hồ Chí Minh	Lê Đức Thọ, Gò Vấp	108.230.989	1.066.296.638	10.848.289	1.066.675.573
bán nhà mặt phố Đống Đa, 111m x 3tầng, mặt tiền 7.7m, nở hậu, vỉa hè, full thổ cư	1.6	111.0	2.0	2.0		"bán nhà mặt phố Đống Đa, 111m x 3tầng, mặt tiền 7.7m, nở hậu, vỉa hè, full thổ cư
-Vị trí đắc địa, gần nút giao Hào Nam ga Cát Linh, thông các tuyến phố Hào Nam-Cát Linh-An Trạch-Trịnh Hoài Đức, giao thông cực thuận lợi
-Nhà cũ 3 tầng, trên sổ 111m, mặt tiền 7.7m, vỉa hè, rất phù hợp xây toà nhà văn phòng, building, trung tâm tiếng Anh, trường mầm non, phòng khám...
-Sổ đỏ nở hậu, pháp lý rõ ràng
Liên hệ xem nhà miễn phí và tư vấn : Trần Hải 0906098086"	False	False	True	0	đường Đống Đa	đường Đống Đa	đường Đống Đa	160.779.964	1.082.168.608	160.779.964	1.082.168.608
BÁN NHÀ CHÍNH CHỦ.PHƯỜNG BÌNH THỌ-TP THỦ ĐỨC.66m2.1T+2L,Giá tròn 7ty	39.0	66.0	4.0	3.0	Đường số 11 bình thọ thủ đức	"Ông anh guộc chuẩn bị đi nước ngoài định cư.cần bán căn nhà thiết kế cực kỳ tâm huyết.
Giá ban đầu 9.5ty. Giờ cận ngày cất cánh.nên để giá 7ty cho nhanh gọn lẹ.
+ HẺM XE TRÁNH 6M - SÁT TRƯỜNG HỌC CẤP 3 - KHU BÌNH THỌ CỰC VIP - CỰC ÍT NHÀ BÁN.
+ DT: 66m2 (4.5x16) chuẩn.
+ Thiết kế: 1 trệt 2 lầu, tầng 1 gồm PK, bếp, rộng rãi, tầng 2 và 3 gồm 4 PN khép kín, mỗi phòng đều có cửa sổ và ban công cực thoáng, nhà có kiến trúc sư thiết kế nên không gian rất hài hòa, đậm phong cách Châu Âu.
+ Vị trí: hẻm trước nhà 6m, oto ngủ ngon trước nhà, ngay gần ngã tư Thủ Đức.trường học cấp, di chuyển nhanh Đặng Văn Bi, Võ Văn Ngân, Xa Lộ Hà Nội.
+ Khu Bình Thọ là Phường VIP nhất TP Thủ Đức vì cực hiếm nhà bán, vô số nhà hàng, Spa, karaoke, bida, cafe trải dài các tuyến chính.
Giá chào ban đầu 9.5ty.Nay CHỐT HẠ chỉ còn 7tỷ.
LHe Em.Hiếu 24/7 chuyên nhà đẹp-lô góc thoáng mát.vị trí cực đỉnh.giá cực hót"	False	False	True	0	Phường Bình Thọ, TP. Thủ Đức	Đường số 11 bình thọ thủ đức	Phường Bình Thọ, TP. Thủ Đức	108.496.434	1.067.629.528	108.467.644	1.067.662.221
GIÁP PHAN ANH, BÌNH TRỊ ĐÔNG, 44M2-3 TẦNG 4.1 TỶ, LH 0948362610	7.0	44.0			Lê Văn Quới, Bình Trị Đông, Bình Tân	"GIÁP PHAN ANH, BÌNH TRỊ ĐÔNG, 44M2-3 TẦNG 4.1 TỶ, LH 0948362610
_ Hẻm 4m trước nhà chỉ 71tr/m2 đất, hẻm sạch sẽ, Bình Trị Đông, Bình Tân.
_ Sát mặt tiền Lê Văn Quới, Phan Anh, Hương Lộ 2, Hòa Bình – Quận 11, Thoại Ngọc Hầu – Tân Phú,…
_ Khu vực đã được quy hoạch bài bản, nhà cao tầng…
_ DT: 44m2, 4x11m
_ Kết cấu 3 tầng đúc BTCT, 1 trệt 1 lửng 1 lầu, 3PN có thể thêm 1 PN.
_ Liên hệ Hoa kho nhà 1000 căn nhà phố Sài Gòn 0948362610"	False	False	True	0	Lê Văn Quới, Phan Anh, Phường Hương Lộ 2, Quận Bình Tân	Lê Văn Quới, Bình Trị Đông, Bình Tân	Lê Văn Quới, Phan Anh, Phường Hương Lộ 2, Quận Bình Tân	107.754.751	1.066.150.563	107.736.296	1.066.215.677
BÁN NHÀ PHỐ DUY TÂN, QUẬN CẦU GIẤY PHÂN LÔ Ô TÔ TRÁNH - KINH DOANH -40M, 4T, MT5M-9 TỶ	4.1	40.0	5.0	3.0	Phố Duy Tân, Phường Dịch Vọng, Quận Cầu Giấy, TP HÀ Nội	"NHÀ PHÂN LÔ PHỐ DUY TÂN, QUẬN CẦU GIẤY, DIỆN TÍCH 40M, 5 TẦNG, MẶT TIỀN 4M TÔ TRÁNH,- KINH DOANH QUÁ TỐT - THỬA ĐẤT ĐẸP VUÔNG VỨC - KHU VỰC RẤT HIẾM NHÀ BÁN
+ Vị trí không thể tuyệt hơn nữa Duy Tân nối liền đường Phạm Hùng, Trần Thái Tông, Dương Đình Nghệ.Gần các Trường ĐH Báo Chí Tuyên Truyền, ĐH QG HN, ĐH Sư Phạm, ĐH Ngoại Thương, BV Thu Cúc, BV Hồng Ngọc, BV Nhi TW… TTBig C Thăng Long, giao thông Thuận tiện
+ Nhà mình bán cách mặt phố Duy Tân chỉ vài bước chân. Phân lô ô tô chạy vòng quanh. Khu vực an sinh đỉnh cao.
+ Nhà dân xây, KCBT chắc chắn, thửa đất vuông vắn, cân đối, mặt tiền rộng. Phù hợp vừa ở vừa làm văn phòng, KD Nhà Hàng, kinh doanh spa, thời trang, nội thất …

- Mô tả:
Tầng 1: Thông sàn kd, gara ô tô, 1 vệ sinh
Tầng 2: 1 phòng khách, 1 ngủ, 1 vệ sinh.
Tầng 3: 2 ngủ, 1 vệ sinh.
Tầng 4: sân phơi, có thể lên thêm 2 tầng nếu muốn
+ Sổ đỏ chính chủ, vuông đẹp
Liên Hệ: 0977786667"	True	False	True	0	Phố Duy Tân, Quận Cầu Giấy	Phố Duy Tân, Phường Dịch Vọng, Quận Cầu Giấy, TP HÀ Nội	Phố Duy Tân, Quận Cầu Giấy	210.309.047	1.057.839.531	2.103.086	1.057.841.966
BÁN NHÀ - Lê Đại Hành, Phường 3, Đà Lạt	9.0	91.0	3.0	2.0	Lê Đại Hành, Phường 3, Đà Lạt	"BÁN NHÀ - Lê Đại Hành, Phường 3, Đà Lạt
Diện tích: 91.12m2 - 6.5 x 13.4 - nở hậu 7.1
Sổ riêng xây dựng - Hướng Đông Bắc
Nhà 1 trệt 1 lầu 1 áp mái gồm 3p ngủ, 2 wc, để lại nội thất cơ bản.
Khu vực trung tâm, đường xá thông thương, tiện ích đầy đủ. Rất thích hợp định cư, nghỉ dưỡng.
Giá bán: 10 tỷ (Thương lượng)
Liên hệ xem nhà: Em Minh 0917270366 - Em Hiền 0917494166"	False	False	True	0	Lê Đại Hành, Phường 3, Đà Lạt	Lê Đại Hành, Phường 3, Đà Lạt	Lê Đại Hành, Phường 3, Đà Lạt	119.381.877	1.084.377.426	119.381.877	1.084.377.426
BÁN NHÀ 2 TẦNG MẶT TIỀN ĐƯỜNG LÊ HỮU TRÁC, DT: 165m2, TRUNG TÂM QUẬN SƠN TRÀ, CHỈ 7,3 TỶ.	10.0	165.0	4.0	2.0	Đường Lê Hữu Trác, An Hải Đông, Sơn Trà, Đà Nẵng	"VỊ TRÍ ĐẸP - KINH DOANH ĐỈNH – NHÀ MẶT TIỀN GIÁ MẶT KIỆT – BÁN ĐẤT TẶNG NHÀ 2 TẦNG.
- Thông tin mô tả:
+ Nhà nằm ngay mặt tiền đường Lê Hữu Trác. Đây là 1 trong những tuyến đường có thể nói là đầu tiên của quận Sơn Trà nên giao thông thuận lợi, thông nhau với các trục đường Nguyễn Duy Hiệu, Pham Cự Lượng, Nguyễn Văn Thoại, Ngô Quyền, Võ Văn Kiệt… trung tâm quận Sơn Trà.
+ Khu vực ngay nhà mình là chợ An Hải Đông, trường Cao đẳng Lương Thực Thực Phẩm, trường Cao đẳng Nghề Đà Nẵng… Vị trí kinh doanh buôn bán, cho thuê mặt bằng, xây dựng căn hộ cho thuê …tất cả đều rất thuận lợi.
+ Cách cầu Rồng, cầu Trần Thị Lý, cầu tình yêu, chợ đêm Sơn Trà, công viên Biển Đông, bãi tắm Mỹ Khê… trong vòng bán kính 500m.
+ Hiện trạng có nhà 2 tầng kiên cố, đầy đủ công năng nằm trên diện tích rộng 165m2, nở hậu tài lộc. Ô tô ngủ tại nhà … Trước Chủ cho thuê kinh doanh và ở, nay chủ cần bán nên lấy lại nhà, ngừng cho thuê ở và kinh doanh. Chủ mới mua vào ở ngay hoặc mua đầu tư sinh lời, xây căn hộ cao cấp vừa ở vừa cho thuê. ( Chủ xác định bán đất tặng nhà)
+ Sổ đẹp pháp lý chuẩn sẵn sàng giao dich.
+ Giá đầu tư: 7,3 tỷ (thương lượng)
+ Liên hệ: Mr.Tín 0905154727 để được tư vấn, xem nhà, làm việc chính Chủ."	False	True	True	0	đường Lê Hữu Trác, Quận Sơn Trà	Đường Lê Hữu Trác, An Hải Đông, Sơn Trà, Đà Nẵng	đường Lê Hữu Trác, Quận Sơn Trà	160.583.916	1.082.401.598	160.583.916	1.082.401.598
Bán nhà gấp đẹp Ở ngay Nguyễn Sơn Tân Phú, 48m2 - Chỉ 4 tỷ - Rẻ nhất Tân Phú	7.9	120.0	7.0	5.0		"2 Hxh 3 lầu 6x20 Lê Quang Định P5 Bình Thạnh 9,1 tỷ

+ An ninh, dân trí cao, tiện ích trung tâm
+ 1 trệt, 3 lầu, sân thượng 7 Phòng ngủ, 5 WC.
+ Ra Phan Đăng lưu, Bạch Đằng, Quận 1"	False	False	True	0	Lê Quang Định, Phường 5, Quận Bình Thạnh	Lê Quang Định, Phường 5, Quận Bình Thạnh	Lê Quang Định, Phường 5, Quận Bình Thạnh	108.134.766	1.066.898.328	108.134.766	1.066.898.328
Hxh 3 lầu 6x20 Lê Quang Định P5 Bình Thạnh 9,1 tỷ	4.2	56.0	3.0	2.0		"7,2 tỷ Hxh 3pn 4x14 Đinh Tiên Hoàng P1 Bình Thạnh

+ Trệt 1 lầu BTCT 3 phòng ngủ, 2 tolet, phòng khách, bếp,
+ Ngay Phan Xích Long, Bà Chiểu...
+ An ninh yên tĩnh, dân trí sầm uất Quận 1
+ Hẻm xe hơi chạy vô nhà, ra mặt tiền 20m"	False	False	True	0	Đinh Tiên Hoàng, Phường 1, Quận Bình Thạnh	Đinh Tiên Hoàng, Phường 1, Quận Bình Thạnh	Đinh Tiên Hoàng, Phường 1, Quận Bình Thạnh	107.947.047	1.066.960.934	107.947.047	1.066.960.934
Hxh 3pn 4x14 7,2 tỷ Đinh Tiên Hoàng P1 Bình Thạnh	9.1						False	False	True	0	Đinh Tiên hoàng, Phường 1, Quận Bình Thạnh	Đinh Tiên hoàng, Phường 1, Quận Bình Thạnh	Đinh Tiên hoàng, Phường 1, Quận Bình Thạnh	107.947.047	1.066.960.934	107.947.047	1.066.960.934
1.3ty.CÓ NGAY NHÀ 72m2.Ở PHƯỜNG TÂN BÌNH.TP-DĨ AN-BÌNH DƯƠNG	5.5	72.0	3.0	2.0	Bùi Thị Xuân phường Tân Bình dĩ an Bình Dương	"TIẾP TỤC GIẢM...
GIẢM TIẾP TỤC...
GIẢM KHÔNG PHANH...
GIẢM THÊM 200tr NỮA.CHỈ CÒN 1.3ty THÔI.GIẢM TỤT GIÁ LUÔN ACE ƠI.
70m2 CHỈ CÓ 1.3ty (18tr/m2) RẺ QUÁ RẺ LUÔN.
Bán căn nhà cấp 4 có gác.3pn
Tại Phường Tân Bình.TP - DĨ AN. BÌNH DƯƠNG
300m đến cao tốc mỹ phước tân vạn.nhà xây sẵn.chỉ việc dọn vào là ở.
Nha sc dt 72m.ngang gần 5m. Đường Bê tông 4m sân xe hơi 7chỗ nằm trong nhà.trước nhà rộng thoáng quay xe thoải mái. cách trường cấp 1,2,3 tân Phước tân bình 300m
Khu dân cư hiện hữu.sạch sẽ.an ninh
CHỐT GIÁ 1.3tỷ.chỉ (18tr/m2).đất ở TP-DĨ AN.TÌM ĐÂU RA CĂN THỨ 2 lụm thôi cả nhà ơi
Lhe Em.Hiếu 24/7 Để chốt liền tay nào"	False	True	True	0	đường Phường Tân Bình, TP..calendaroftacons مرحلهoiod āutrNational tren...	Bùi Thị Xuân phường Tân Bình dĩ an Bình Dương	đường Phường Tân Bình, TP..calendaroftacons مرحلهoiod āutrNational tren...	109.389.715	106.767.191		
BÁN NHÀ KIỆT TRẦN THANH MẠI - PHƯỜNG AN ĐÔNG - SÁT BẾN XE PHÍA NAM	1.3	60.0				"BÁN NHÀ KIỆT TRẦN THANH MẠI-P.AN ĐÔNG - SÁT BÊN BẾN XE PHÍA NAM

✅Vị trí ngay TTTP. Đầy đủ tiện ích bao quanh.
✅DT 60 & 68m2.
✅Nhà đầy đủ công năng. Full nội thất xịn sò.
✅Giá 2,3xx tỷ.
☎️ Liên hệ: 0766.546.405 Gặp em Thảo xem nhà và thương lượng chính chủ"	False	False	True	0	Kiệt Trần Thanh Mại, Phường An Đông	Kiệt Trần Thanh Mại, Phường An Đông	Kiệt Trần Thanh Mại, Phường An Đông	164.519.393	1.076.078.386	164.519.393	1.076.078.386
Bán nhà 1 Trệt 1 Lầu 59m2 MT kinh doanh Bùi Hữu Nghĩa chỉ 4,850 tỉ	4.2	59.0	3.0	2.0		"_ Nhà 1 Trệt 1 Lầu 1 Tum MẶT TIỀN đường Bùi Hữu Nghĩa p.Hóa An,gần HDBank
+ Nhà thiết kế: 1 trệt 1 lầu 1 Tum với 3 phòng ngủ, 2WC, sân phơi đồ rộng rãi...
+ Diện tích: 5,2m x 11m =59m2 ( nở hậu 5,5m)
+ Sổ Hồng Riêng thổ cư 100%, nhà đã hoàn công đầy đủ
_ Vị trị: Khu vực kinh doanh sâm uất, gần các cty lớn như: KingMinh, cty Pouchen, chợ cá Hóa An, bán kính 500 ko thiếu thứ gì"	False	False	True	1	đường Bùi Hữu Nghĩa, Phường Hóa An	đường Bùi Hữu Nghĩa, Phường Hóa An	đường Bùi Hữu Nghĩa, Phường Hóa An	109.428.557	1.068.019.348	109.428.557	1.068.019.348
Bán nhà 1 Trệt 1 Lầu 59m2 MT kinh doanh Bùi Hữu Nghĩa chỉ 4,850 tỉ	4.85	59.0	3.0	2.0		"_ Nhà 1 Trệt 1 Lầu 1 Tum MẶT TIỀN đường Bùi Hữu Nghĩa p.Hóa An,gần HDBank
+ Nhà thiết kế: 1 trệt 1 lầu 1 Tum với 3 phòng ngủ, 2WC, sân phơi đồ rộng rãi...
+ Diện tích: 5,2m x 11m =59m2 ( nở hậu 5,5m)
+ Sổ Hồng Riêng thổ cư 100%, nhà đã hoàn công đầy đủ
_ Vị trị: Khu vực kinh doanh sâm uất, gần các cty lớn như: KingMinh, cty Pouchen, chợ cá Hóa An, bán kính 500 ko thiếu thứ gì"	False	True	True	0	đường Bùi Hữu Nghĩa, Phường Hóa An	đường Bùi Hữu Nghĩa, Phường Hóa An	đường Bùi Hữu Nghĩa, Phường Hóa An	109.428.557	1.068.019.348	109.428.557	1.068.019.348
Nhà mặt tiền quận 3, 2 mặt tiền, thang máy, chỉ 38 tỷ thương lượng	4.85	67.0	7.0	8.0		"Cần bán nhà mặt tiền trương định -p6-Q3
- DT: 3,8mx18m
- Nhà trệt, lửng, 3 lầu ,gồm 7 phòng ngủ 8WC, sân phía trước 2 mét, nhà đúc bê tông cốt thép chắc chắn
- Giá 38 tỷ ( thương lượng)
- LH Tâm 0815813400 để xem nhà"	False	False	True	0	Trương Định, Phường 6, Quận 3	Trương Định, Phường 6, Quận 3	Trương Định, Phường 6, Quận 3	107.774.029	1.066.901.145	107.774.029	1.066.901.145
Bán nhà 67m2 SHR thổ cư (P. Bửu Hòa) chỉ 1,250 tỉ	38.0	67.0	1.0	1.0		"Nhà Bửu Hòa sổ hồng riêng thổ cư, giá rẻ, gần chợ Đồn
+ Diện tích: 6,5m x 11= 67m2 , sổ hồng riêng thổ cư 100%
+ Vị trí: gần chợ Đồn, UBND, CA phường, vị trí trung tâm của Bửu Hòa, bán kính 200m ko thiếu thứ gì...cách Bùi Hữu Nghĩa 100m, cách nhà 10m là đường xe hơi
_ Nhà gồm: 1PN, phòng khách rộng ( làm thêm 1PN nữa cũng được luôn) sân đậu xe rộng rãi..."	False	False	True	0	Bửu Hòa	Bửu Hòa	Bửu Hòa	10.926.897	1.068.160.971	10.926.897	1.068.160.971
Bán nhà phố Lê Trọng Tấn, Thanh Xuân, ô tô vào nhà, ở ngay 5 tầng 57m2 giá 12 tỷ	1.25	57.0	6.0	4.0		"- Nhà dân xây,vị trí mặt ngõ, trong khu phân lô Quân Đội ô tô đỗ cửa,vào nhà, ngõ thông sang ngõ 192 Lê Trọng Tấn, khu dân trí cao, hàng xóm toàn cán bộ về hưu, ngõ rất sạch sẽ và thoáng.
- Nhà đã xây được hơn 10 năm nhưng vẫn còn rất tốt, khách mua về ở ngay.
- Tầng 1: phòng khách, bếp, cầu thang và vs giữa .
- Tầng 2,3,4: mỗi tầng có 2 phòng ngủ và vs .
- Tầng 5: phòng thờ và sân phơi .
- Sổ đỏ đẹp,vuông như tờ giấy A4, đã sẵn sàng giao dịch.
- Giá có thương lượng."	False	False	True	0	đường Lê Trọng Tấn, Quận Thanh Xuân	đường Lê Trọng Tấn, Quận Thanh Xuân	đường Lê Trọng Tấn, Quận Thanh Xuân	20.993.927	1.058.314.531	20.993.927	1.058.314.531
Bán nhà 1Hầm 6Lầu. MT kinh doanh, đường Phan Văn Trị . P14. Bình Thạnh	12.0	125.0			Đường Phan Văn Trị, Phường 14, Quận Bình Thạnh, TP HCM	"Bán nhà 1Hầm 6Lầu. MT kinh doanh, đường Phan Văn Trị . P14. Bình Thạnh
- Kết cấu nhà : 1Hầm 6Lầu sân Thượng, thang máy, Hồ sơ PCCC , thang máy, cửa kiếng phủ mặt trước nhà
- Vị trí : nhà căn góc 2 MT kinh doanh , An Ninh, dân trí cao khu VIP Nhất Bình Thạnh,
- Nhà mới, thoáng mát, sạch sẽ.....
- Giá bán : 27 tỷ ( thương lượng chính chủ )
- Diện tích đất 105 m². dtsd 125 m². Ngang 4.8m x26m Vuông vức
- Diện tích Sàn : 567 m²
- Vị trí trung tâm Tp để duy chuyển vào Sân Bay Tân Sơn Nhất , con đường nổi tiếng bởi các thương hiệu thời trang, ngoại ngữ, Văn phòng, ngân hàng, các đại lý KD vàng bạc đá quý xung quanh, phù hợp các ngành nghề.
- Hồ sơ đầy đủ các hạng mục xd và hợp đồng thi công thiết bị, hoàn công đầy đủ.
Liên hệ : 0898 408 677 xem nhà, làm việc chính chủ"	False	False	True	0	đường Phan Văn Trị, Phường 14, Quận Bình Thạnh	Đường Phan Văn Trị, Phường 14, Quận Bình Thạnh, TP HCM	đường Phan Văn Trị, Phường 14, Quận Bình Thạnh	10.809.109	1.066.965.536	10.809.109	1.066.965.536
Bán đất Ngọc Thụy, Long Biên, 100m, MT 5m, ô tô, gần chợ, 9 tỷ 4	27.0	100.0			Long Biên	"- Cần bán gấp mảnh đất gần chợ Ngọc Thụy, Long Biên, diện tích 100m, mặt tiền rộng 5m. Đường ô tô, gần trường học, gần chợ, cách đường lớn vài chục mét.
- Vị trí đất nằm ngay đầu đường Ngọc Thụy, cách cầu Long Biên chưa đến 1km, nằm gần chợ Ngọc Thụy, đường thông các hướng đi lại thuận tiện. Khu vực đầy đủ tiện ích từ chợ đến trường học các cấp, chỉ mất 5 phút là sang tới Hoàn Kiếm, Ba Đình. Đường Hồng Tiến kéo dài đang hoàn thiện, khi xong từ nhà sang bệnh viện Tâm Anh, Hoàng Như Tiếp chỉ mất 3 phút.
- Hiện trạng chỉ là thửa đất vuông đẹp trước sau như một, cần bán nhanh.
- Sổ đỏ sẵn sàng sang tên.
ĐTLH: 0904.882258"	False	False	True	0	đường Ngọc Thụy, Long Biên	Long Biên	đường Ngọc Thụy, Long Biên	210.186.765	105.884.813	21.056.113	1.058.658.504
